#rank requests AS=1 AS=2 AS=3 AS=4 AS=5 AS=6 AS=7 AS=8 AS=9 AS=10
59 63 0 0 0 0.0010597 0 0.0183549 0 0 0 0.00152053
60 43 0 0 0 0.00600495 0 0.000339905 0 0.0053374 0.00150602 0.00126711
61 59 0 0 0 0.00777111 0 0.00203943 0 0.00457491 0 0.00152053
62 50 0 0 0 0.00317909 0 0.00509857 0 0.00648113 0.00225904 0
63 64 0 0 0 0 0 0.00203943 0 0.0160122 0.00326305 0.000760264
64 55 0 0 0 0.00459202 0 0.00237933 0 0.0053374 0.00276104 0.00253421
65 45 0 0 0 0.00211939 0 0.00407886 0 0.0053374 0.000753012 0.00253421
66 51 0 0.00714286 0 0.00529848 0 0 0 0.00190621 0.00175703 0.00557527
67 45 0 0 0.00178571 0.00953727 0 0 0 0 0.00426707 0
68 53 0 0.00714286 0 0.00777111 0 0 0 0.000762486 0.00426707 0.00253421
69 51 0 0 0 0.00635818 0 0.00237933 0 0.0080061 0.00125502 0
70 40 0 0 0 0.00671141 0 0.00203943 0 0.00571864 0 0
71 39 0 0 0 0.00176616 0 0.00543848 0 0.00381243 0.000753012 0.00126711
72 35 0 0 0 0.00353232 0 0.00271924 0 0.00343119 0.00200803 0
73 31 0 0 0 0.00247262 0 0.00271924 0 0.0026687 0 0.00228079
74 39 0 0 0 0.00388555 0.0190476 0.00203943 0 0.00190621 0 0.00228079
75 38 0 0 0.00892857 0.00247262 0 0 0 0.00419367 0.00376506 0
76 29 0 0 0 0 0.00238095 0 0 0.00152497 0.00527108 0.000760264
77 44 0 0 0 0.00600495 0.0238095 0.000339905 0 0.0053374 0.000502008 0
78 52 0 0.00357143 0 0.00211939 0 0 0 0.0080061 0.00401606 0.00202737
79 32 0 0 0 0.00176616 0 0.00339905 0 0.00648113 0 0
80 42 0 0 0 0.00353232 0 0.00577838 0 0.00495616 0.000502008 0
81 33 0 0 0.00178571 0.00176616 0 0.00169952 0 0.00495616 0.00225904 0
82 37 0 0 0 0.00141293 0 0.00135962 0 0.00419367 0.00401606 0.000506842
83 52 0 0 0 0.000706464 0 0.00271924 0 0.00914983 0.00251004 0.00202737
84 28 0 0 0 0.00388555 0 0.00169952 0 0 0.000502008 0.00228079
85 41 0 0 0 0 0 0.00509857 0 0.00609989 0.00200803 0.000506842
86 39 0 0 0 0.0010597 0 0.00305914 0 0.00304994 0 0.004815
87 35 0 0 0 0.00600495 0 0.00169952 0 0.00304994 0 0.00126711
88 39 0 0 0 0.00600495 0 0 0 0.0053374 0.00150602 0.000506842
89 35 0 0.00714286 0 0 0 0.007138 0 0 0.00200803 0.00101368
90 25 0.0142857 0 0 0.00211939 0 0.00101971 0 0.00343119 0 0.000760264
91 31 0 0 0 0.00176616 0.00238095 0 0 0.00495616 0.000251004 0.00278763
92 42 0 0 0 0 0.0452381 0 0 0.00228746 0 0.00430816
93 24 0.00714286 0 0 0.00282586 0.0142857 0 0 0 0 0.00202737
94 33 0 0 0 0.0010597 0 0.00339905 0 0 0.000753012 0.00430816
95 22 0.0142857 0 0 0 0 0.00339905 0 0 0 0.00202737
96 39 0 0 0 0.000706464 0 0.00305914 0 0 0.00702811 0
97 33 0 0 0 0.00317909 0 0.00067981 0 0 0.00276104 0.00278763
98 29 0 0 0 0.00741787 0 0.00203943 0 0 0 0.000506842
99 34 0 0 0.0107143 0.00211939 0.00714286 0 0 0 0.00301205 0.00177395
100 33 0 0 0 0.00141293 0 0.000339905 0 0.00419367 0.00401606 0.000253421
