#rank requests AS=1 AS=2 AS=3 AS=4 AS=5 AS=6 AS=7 AS=8
344 4 0 0 0 0 0 0 0 0
345 3 0 0 0 0 0 0 0 0
346 0 0 0 0 0 0 0 0 0
347 4 0 0 0 0 0 0 0 0
348 1 0 0 0 0 0 0 0 0
349 5 0 0 0 0 0 0 0 0
350 2 0 0 0 0 0 0 0 0
351 1 0 0 0 0 0 0 0 0
352 6 0 0 0 0 0 0 0 0
353 4 0 0 0 0 0 0 0 0
354 6 0 0 0 0 0 0 0 0
355 3 0 0 0 0 0 0 0 0
356 5 0 0 0 0 0 0 0 0
357 7 0 0 0 0 0 0 0 0
358 3 0 0 0 0 0 0 0 0
359 1 0 0 0 0 0 0 0 0
360 1 0 0 0 0 0 0 0 0
361 4 0 0 0 0 0 0 0 0
362 5 0 0 0 0 0 0 0 0
363 4 0 0 0 0 0 0 0 0
364 4 0 0 0 0 0 0 0 0
365 6 0 0 0 0 0 0 0 0
366 2 0 0 0 0 0 0 0 0
367 2 0 0 0 0 0 0 0 0
368 7 0 0 0 0 0 0 0 0
369 1 0 0 0 0 0 0 0 0
370 3 0 0 0 0 0 0 0 0
371 3 0 0 0 0 0 0 0 0
372 4 0 0 0 0 0 0 0 0
373 0 0 0 0 0 0 0 0 0
374 0 0 0 0 0 0 0 0 0
375 3 0 0 0 0 0 0 0 0
376 4 0 0 0 0 0 0 0 0
377 2 0 0 0 0 0 0 0 0
378 0 0 0 0 0 0 0 0 0
379 1 0 0 0 0 0 0 0 0
380 3 0 0 0 0 0 0 0 0
381 4 0 0 0 0 0 0 0 0
382 3 0 0 0 0 0 0 0 0
383 3 0 0 0 0 0 0 0 0
384 6 0 0 0 0 0 0 0 0
385 1 0 0 0 0 0 0 0 0
386 5 0 0 0 0 0 0 0 0
387 3 0 0 0 0 0 0 0 0
388 3 0 0 0 0 0 0 0 0
389 4 0 0 0 0 0 0 0 0
390 3 0 0 0 0 0 0 0 0
391 0 0 0 0 0 0 0 0 0
392 3 0 0 0 0 0 0 0 0
393 8 0 0 0 0 0 0 0 0
394 4 0 0 0 0 0 0 0 0
395 2 0 0 0 0 0 0 0 0
396 3 0 0 0 0 0 0 0 0
397 6 0 0 0 0 0 0 0 0
398 1 0 0 0 0 0 0 0 0
399 4 0 0 0 0 0 0 0 0
400 3 0 0 0 0 0 0 0 0
401 2 0 0 0 0 0 0 0 0
402 2 0 0 0 0 0 0 0 0
403 5 0 0 0 0 0 0 0 0
404 3 0 0 0 0 0 0 0 0
405 0 0 0 0 0 0 0 0 0
406 4 0 0 0 0 0 0 0 0
407 2 0 0 0 0 0 0 0 0
408 4 0 0 0 0 0 0 0 0
409 4 0 0 0 0 0 0 0 0
410 3 0 0 0 0 0 0 0 0
411 3 0 0 0 0 0 0 0 0
412 2 0 0 0 0 0 0 0 0
413 5 0 0 0 0 0 0 0 0
414 3 0 0 0 0 0 0 0 0
415 7 0 0 0 0 0 0 0 0
416 1 0 0 0 0 0 0 0 0
417 5 0 0 0 0 0 0 0 0
418 1 0 0 0 0 0 0 0 0
419 7 0 0 0 0 0 0 0 0
420 3 0 0 0 0 0 0 0 0
421 6 0 0 0 0 0 0 0 0
422 7 0 0 0 0 0 0 0 0
423 2 0 0 0 0 0 0 0 0
424 2 0 0 0 0 0 0 0 0
425 2 0 0 0 0 0 0 0 0
426 2 0 0 0 0 0 0 0 0
427 5 0 0 0 0 0 0 0 0
428 3 0 0 0 0 0 0 0 0
429 3 0 0 0 0 0 0 0 0
430 4 0 0 0 0 0 0 0 0
431 4 0 0 0 0 0 0 0 0
432 3 0 0 0 0 0 0 0 0
433 1 0 0 0 0 0 0 0 0
434 5 0 0 0 0 0 0 0 0
435 3 0 0 0 0 0 0 0 0
436 4 0 0 0 0 0 0 0 0
437 1 0 0 0 0 0 0 0 0
438 4 0 0 0 0 0 0 0 0
439 1 0 0 0 0 0 0 0 0
440 7 0 0 0 0 0 0 0 0
441 0 0 0 0 0 0 0 0 0
442 0 0 0 0 0 0 0 0 0
443 4 0 0 0 0 0 0 0 0
444 5 0 0 0 0 0 0 0 0
445 2 0 0 0 0 0 0 0 0
446 3 0 0 0 0 0 0 0 0
447 5 0 0 0 0 0 0 0 0
448 0 0 0 0 0 0 0 0 0
449 4 0 0 0 0 0 0 0 0
450 3 0 0 0 0 0 0 0 0
451 6 0 0 0 0 0 0 0 0
452 5 0 0 0 0 0 0 0 0
453 0 0 0 0 0 0 0 0 0
454 4 0 0 0 0 0 0 0 0
455 5 0 0 0 0 0 0 0 0
456 1 0 0 0 0 0 0 0 0
457 4 0 0 0 0 0 0 0 0
458 2 0 0 0 0 0 0 0 0
459 3 0 0 0 0 0 0 0 0
460 6 0 0 0 0 0 0 0 0
461 4 0 0 0 0 0 0 0 0
462 2 0 0 0 0 0 0 0 0
463 0 0 0 0 0 0 0 0 0
464 3 0 0 0 0 0 0 0 0
465 9 0 0 0 0 0 0 0 0
466 6 0 0 0 0 0 0 0 0
467 0 0 0 0 0 0 0 0 0
468 4 0 0 0 0 0 0 0 0
469 1 0 0 0 0 0 0 0 0
470 1 0 0 0 0 0 0 0 0
471 3 0 0 0 0 0 0 0 0
472 2 0 0 0 0 0 0 0 0
473 5 0 0 0 0 0 0 0 0
474 0 0 0 0 0 0 0 0 0
475 0 0 0 0 0 0 0 0 0
476 1 0 0 0 0 0 0 0 0
477 1 0 0 0 0 0 0 0 0
478 0 0 0 0 0 0 0 0 0
479 2 0 0 0 0 0 0 0 0
480 4 0 0 0 0 0 0 0 0
481 2 0 0 0 0 0 0 0 0
482 3 0 0 0 0 0 0 0 0
483 5 0 0 0 0 0 0 0 0
484 1 0 0 0 0 0 0 0 0
485 7 0 0 0 0 0 0 0 0
486 4 0 0 0 0 0 0 0 0
487 0 0 0 0 0 0 0 0 0
488 3 0 0 0 0 0 0 0 0
489 3 0 0 0 0 0 0 0 0
490 3 0 0 0 0 0 0 0 0
491 6 0 0 0 0 0 0 0 0
492 0 0 0 0 0 0 0 0 0
493 4 0 0 0 0 0 0 0 0
494 1 0 0 0 0 0 0 0 0
495 5 0 0 0 0 0 0 0 0
496 2 0 0 0 0 0 0 0 0
497 3 0 0 0 0 0 0 0 0
498 3 0 0 0 0 0 0 0 0
499 2 0 0 0 0 0 0 0 0
500 0 0 0 0 0 0 0 0 0
501 3 0 0 0 0 0 0 0 0
502 1 0 0 0 0 0 0 0 0
503 0 0 0 0 0 0 0 0 0
504 3 0 0 0 0 0 0 0 0
505 2 0 0 0 0 0 0 0 0
506 2 0 0 0 0 0 0 0 0
507 5 0 0 0 0 0 0 0 0
508 4 0 0 0 0 0 0 0 0
509 1 0 0 0 0 0 0 0 0
510 3 0 0 0 0 0 0 0 0
511 7 0 0 0 0 0 0 0 0
512 6 0 0 0 0 0 0 0 0
513 6 0 0 0 0 0 0 0 0
514 0 0 0 0 0 0 0 0 0
515 4 0 0 0 0 0 0 0 0
516 1 0 0 0 0 0 0 0 0
517 3 0 0 0 0 0 0 0 0
518 2 0 0 0 0 0 0 0 0
519 0 0 0 0 0 0 0 0 0
520 3 0 0 0 0 0 0 0 0
521 7 0 0 0 0 0 0 0 0
522 0 0 0 0 0 0 0 0 0
523 3 0 0 0 0 0 0 0 0
524 1 0 0 0 0 0 0 0 0
525 2 0 0 0 0 0 0 0 0
526 1 0 0 0 0 0 0 0 0
527 5 0 0 0 0 0 0 0 0
528 3 0 0 0 0 0 0 0 0
529 3 0 0 0 0 0 0 0 0
530 5 0 0 0 0 0 0 0 0
531 3 0 0 0 0 0 0 0 0
532 1 0 0 0 0 0 0 0 0
533 3 0 0 0 0 0 0 0 0
534 0 0 0 0 0 0 0 0 0
535 3 0 0 0 0 0 0 0 0
536 1 0 0 0 0 0 0 0 0
537 2 0 0 0 0 0 0 0 0
538 5 0 0 0 0 0 0 0 0
539 0 0 0 0 0 0 0 0 0
540 5 0 0 0 0 0 0 0 0
541 3 0 0 0 0 0 0 0 0
542 0 0 0 0 0 0 0 0 0
543 0 0 0 0 0 0 0 0 0
544 7 0 0 0 0 0 0 0 0
545 2 0 0 0 0 0 0 0 0
546 1 0 0 0 0 0 0 0 0
547 4 0 0 0 0 0 0 0 0
548 2 0 0 0 0 0 0 0 0
549 0 0 0 0 0 0 0 0 0
550 2 0 0 0 0 0 0 0 0
551 4 0 0 0 0 0 0 0 0
552 0 0 0 0 0 0 0 0 0
553 2 0 0 0 0 0 0 0 0
554 2 0 0 0 0 0 0 0 0
555 2 0 0 0 0 0 0 0 0
556 4 0 0 0 0 0 0 0 0
557 2 0 0 0 0 0 0 0 0
558 2 0 0 0 0 0 0 0 0
559 3 0 0 0 0 0 0 0 0
560 2 0 0 0 0 0 0 0 0
561 4 0 0 0 0 0 0 0 0
562 1 0 0 0 0 0 0 0 0
563 0 0 0 0 0 0 0 0 0
564 5 0 0 0 0 0 0 0 0
565 1 0 0 0 0 0 0 0 0
566 4 0 0 0 0 0 0 0 0
567 0 0 0 0 0 0 0 0 0
568 2 0 0 0 0 0 0 0 0
569 3 0 0 0 0 0 0 0 0
570 5 0 0 0 0 0 0 0 0
571 1 0 0 0 0 0 0 0 0
572 3 0 0 0 0 0 0 0 0
573 1 0 0 0 0 0 0 0 0
574 0 0 0 0 0 0 0 0 0
575 5 0 0 0 0 0 0 0 0
576 4 0 0 0 0 0 0 0 0
577 5 0 0 0 0 0 0 0 0
578 1 0 0 0 0 0 0 0 0
579 2 0 0 0 0 0 0 0 0
580 3 0 0 0 0 0 0 0 0
581 3 0 0 0 0 0 0 0 0
582 2 0 0 0 0 0 0 0 0
583 3 0 0 0 0 0 0 0 0
584 0 0 0 0 0 0 0 0 0
585 0 0 0 0 0 0 0 0 0
586 0 0 0 0 0 0 0 0 0
587 0 0 0 0 0 0 0 0 0
588 6 0 0 0 0 0 0 0 0
589 2 0 0 0 0 0 0 0 0
590 1 0 0 0 0 0 0 0 0
591 7 0 0 0 0 0 0 0 0
592 4 0 0 0 0 0 0 0 0
593 0 0 0 0 0 0 0 0 0
594 0 0 0 0 0 0 0 0 0
595 3 0 0 0 0 0 0 0 0
596 0 0 0 0 0 0 0 0 0
597 0 0 0 0 0 0 0 0 0
598 0 0 0 0 0 0 0 0 0
599 0 0 0 0 0 0 0 0 0
600 2 0 0 0 0 0 0 0 0
601 0 0 0 0 0 0 0 0 0
602 3 0 0 0 0 0 0 0 0
603 6 0 0 0 0 0 0 0 0
604 1 0 0 0 0 0 0 0 0
605 0 0 0 0 0 0 0 0 0
606 2 0 0 0 0 0 0 0 0
607 1 0 0 0 0 0 0 0 0
608 2 0 0 0 0 0 0 0 0
609 1 0 0 0 0 0 0 0 0
610 0 0 0 0 0 0 0 0 0
611 2 0 0 0 0 0 0 0 0
612 2 0 0 0 0 0 0 0 0
613 0 0 0 0 0 0 0 0 0
614 1 0 0 0 0 0 0 0 0
615 4 0 0 0 0 0 0 0 0
616 2 0 0 0 0 0 0 0 0
617 4 0 0 0 0 0 0 0 0
618 5 0 0 0 0 0 0 0 0
619 1 0 0 0 0 0 0 0 0
620 0 0 0 0 0 0 0 0 0
621 4 0 0 0 0 0 0 0 0
622 0 0 0 0 0 0 0 0 0
623 1 0 0 0 0 0 0 0 0
624 0 0 0 0 0 0 0 0 0
625 0 0 0 0 0 0 0 0 0
626 3 0 0 0 0 0 0 0 0
627 0 0 0 0 0 0 0 0 0
628 2 0 0 0 0 0 0 0 0
629 0 0 0 0 0 0 0 0 0
630 0 0 0 0 0 0 0 0 0
631 1 0 0 0 0 0 0 0 0
632 3 0 0 0 0 0 0 0 0
633 2 0 0 0 0 0 0 0 0
634 2 0 0 0 0 0 0 0 0
635 1 0 0 0 0 0 0 0 0
636 0 0 0 0 0 0 0 0 0
637 0 0 0 0 0 0 0 0 0
638 1 0 0 0 0 0 0 0 0
639 0 0 0 0 0 0 0 0 0
640 0 0 0 0 0 0 0 0 0
641 1 0 0 0 0 0 0 0 0
642 0 0 0 0 0 0 0 0 0
643 1 0 0 0 0 0 0 0 0
644 0 0 0 0 0 0 0 0 0
645 3 0 0 0 0 0 0 0 0
646 0 0 0 0 0 0 0 0 0
647 0 0 0 0 0 0 0 0 0
648 4 0 0 0 0 0 0 0 0
649 0 0 0 0 0 0 0 0 0
650 1 0 0 0 0 0 0 0 0
651 3 0 0 0 0 0 0 0 0
652 2 0 0 0 0 0 0 0 0
653 0 0 0 0 0 0 0 0 0
654 7 0 0 0 0 0 0 0 0
655 1 0 0 0 0 0 0 0 0
656 0 0 0 0 0 0 0 0 0
657 0 0 0 0 0 0 0 0 0
658 0 0 0 0 0 0 0 0 0
659 1 0 0 0 0 0 0 0 0
660 3 0 0 0 0 0 0 0 0
661 0 0 0 0 0 0 0 0 0
662 0 0 0 0 0 0 0 0 0
663 4 0 0 0 0 0 0 0 0
664 3 0 0 0 0 0 0 0 0
665 0 0 0 0 0 0 0 0 0
666 2 0 0 0 0 0 0 0 0
667 0 0 0 0 0 0 0 0 0
668 0 0 0 0 0 0 0 0 0
669 0 0 0 0 0 0 0 0 0
670 0 0 0 0 0 0 0 0 0
671 1 0 0 0 0 0 0 0 0
672 1 0 0 0 0 0 0 0 0
673 0 0 0 0 0 0 0 0 0
674 0 0 0 0 0 0 0 0 0
675 1 0 0 0 0 0 0 0 0
676 2 0 0 0 0 0 0 0 0
677 1 0 0 0 0 0 0 0 0
678 0 0 0 0 0 0 0 0 0
679 4 0 0 0 0 0 0 0 0
680 4 0 0 0 0 0 0 0 0
681 0 0 0 0 0 0 0 0 0
682 0 0 0 0 0 0 0 0 0
683 1 0 0 0 0 0 0 0 0
684 2 0 0 0 0 0 0 0 0
685 1 0 0 0 0 0 0 0 0
686 0 0 0 0 0 0 0 0 0
687 4 0 0 0 0 0 0 0 0
688 3 0 0 0 0 0 0 0 0
689 2 0 0 0 0 0 0 0 0
690 0 0 0 0 0 0 0 0 0
691 6 0 0 0 0 0 0 0 0
692 3 0 0 0 0 0 0 0 0
693 0 0 0 0 0 0 0 0 0
694 0 0 0 0 0 0 0 0 0
695 0 0 0 0 0 0 0 0 0
