#1.N,2.ctlg,3.ctlg_eps,4.ctlg_perm,5.K,6.alpha0,7.alpha_eps,8.req_eps,9.R_perm,10.hit_opt%,11.hit_unif%,12.improvement%,c2ctlg
4,10000000,0,1,10,0.7,0.2,0.4,2,1.0166,0.897036,0.119562,1E-6
8,1000000,0.2,2,10000,0.7,0.4,0.4,2,23.2869,23.1674,0.11946,1E-2
2,1000000,0.4,2,1000,1,0.4,0.4,2,31.8792,31.7601,0.119071,1E-3
8,1000000,0,1,100,1,0.2,0.4,2,23.6566,23.5376,0.118952,1E-4
8,1000000,0.2,1,100,0.7,0,0.4,2,4.20398,4.08515,0.118839,1E-4
4,10000000,0.4,1,100,0.7,0.2,0.4,2,2.60957,2.49088,0.118697,1E-5
4,100000,0.2,1,10000,0.7,0,0.2,1,48.0507,47.9321,0.118617,1E-1
4,100000,0.2,2,10000,0.7,0,0.2,2,48.0507,47.9321,0.118617,1E-1
8,10000000,0.2,2,1000,0.7,0.2,0.4,2,5.49702,5.37845,0.118567,1E-4
2,100000,0.4,1,1000,1,0,0.2,1,59.8134,59.695,0.11838,1E-2
2,100000,0.4,1,10000,1,0,0.2,1,80.0405,79.9222,0.11838,1E-1
2,100000,0.4,2,1000,1,0,0.2,2,59.8134,59.695,0.11838,1E-2
2,100000,0.4,2,10000,1,0,0.2,2,80.0405,79.9222,0.11838,1E-1
2,1000000,0.4,1,10000,0.7,0.2,0.2,2,25.4348,25.3164,0.118327,1E-2
2,100000,0.4,1,100,1,0,0.2,1,39.6571,39.5388,0.118254,1E-3
2,100000,0.4,2,100,1,0,0.2,2,39.6571,39.5388,0.118254,1E-3
8,10000000,0,1,10000,1,0.2,0.2,2,49.7302,49.612,0.118191,1E-3
8,10000000,0,2,10000,1,0.2,0.2,2,49.7302,49.612,0.118191,1E-3
8,1000000,0,2,10,0.7,0.2,0.4,2,1.26641,1.14833,0.118079,1E-5
4,1000000,0.2,1,10000,0.7,0.4,0.4,2,23.8568,23.7392,0.117527,1E-2
4,1000000,0,1,10,0.4,0.4,0.4,1,0.304028,0.186622,0.117406,1E-5
2,100000,0.4,1,10,1,0,0.2,1,20.1832,20.0658,0.117386,1E-4
2,100000,0.4,2,10,1,0,0.2,2,20.1832,20.0658,0.117386,1E-4
2,1000000,0.2,1,10000,0.7,0.4,0.4,2,24.3069,24.1895,0.117372,1E-2
8,1000000,0.2,2,1000,1,0.2,0.4,2,39.6575,39.5401,0.117358,1E-3
4,100000,0.4,1,10,0.4,0.2,0.4,1,0.433183,0.315929,0.117254,1E-4
4,1000000,0.4,1,10000,0.4,0.4,0,1,7.22597,7.10875,0.117225,1E-2
4,1000000,0.4,1,10000,0.4,0.4,0,2,7.22597,7.10875,0.117225,1E-2
4,100000,0,1,10000,0.4,0.4,0,1,25.9808,25.8637,0.117089,1E-1
4,100000,0,1,10000,0.4,0.4,0,2,25.9808,25.8637,0.117089,1E-1
4,100000,0,2,10000,0.4,0.4,0,1,25.9808,25.8637,0.117089,1E-1
4,100000,0,2,10000,0.4,0.4,0,2,25.9808,25.8637,0.117089,1E-1
2,10000000,0.2,2,100,0.4,0.4,0,1,0.426239,0.309244,0.116996,1E-5
2,10000000,0.2,2,100,0.4,0.4,0,2,0.426239,0.309244,0.116996,1E-5
2,100000,0.2,1,10000,0.7,0.4,0.2,1,57.9816,57.8646,0.116964,1E-1
4,1000000,0.2,1,10,0.4,0.4,0.4,1,0.280724,0.163775,0.116949,1E-5
2,10000000,0.2,1,100,0.4,0.4,0.2,1,0.427846,0.310982,0.116864,1E-5
4,1000000,0.4,1,10000,1,0,0.2,2,65.2259,65.109,0.116811,1E-2
4,1000000,0.4,2,10000,1,0,0.2,1,65.2259,65.109,0.116811,1E-2
4,1000000,0.4,1,1000,1,0,0.2,2,47.3954,47.2786,0.116805,1E-3
4,1000000,0.4,2,1000,1,0,0.2,1,47.3954,47.2786,0.116805,1E-3
4,1000000,0.4,1,100,1,0,0.2,2,29.6893,29.5726,0.11663,1E-4
4,1000000,0.4,2,100,1,0,0.2,1,29.6893,29.5726,0.11663,1E-4
8,1000000,0.4,1,100,0.4,0.4,0,2,0.581765,0.465161,0.116604,1E-4
8,100000,0,2,10,0.4,0.4,0,2,0.489082,0.372547,0.116535,1E-4
2,100000,0.2,1,100,0.4,0,0.2,2,1.67577,1.55925,0.116513,1E-3
2,100000,0.2,2,100,0.4,0,0.2,1,1.67577,1.55925,0.116513,1E-3
4,1000000,0.2,1,10,0.7,0,0.2,2,1.40796,1.29161,0.116347,1E-5
8,1000000,0,1,10,1,0,0.2,2,9.3105,9.19448,0.116019,1E-5
8,1000000,0,1,10,1,0,0.4,2,9.48453,9.36851,0.116019,1E-5
8,1000000,0,2,10,1,0,0.2,2,9.3105,9.19448,0.116019,1E-5
4,1000000,0.2,1,10,1,0,0.4,2,13.3429,13.227,0.115821,1E-5
2,100000,0.4,2,10000,0.7,0.4,0,1,51.9002,51.7844,0.115777,1E-1
2,100000,0.4,2,10000,0.7,0.4,0,2,51.9002,51.7844,0.115777,1E-1
2,1000000,0.2,1,1000,0.4,0,0.2,2,1.74553,1.6298,0.115732,1E-3
2,1000000,0.2,2,1000,0.4,0,0.2,1,1.74553,1.6298,0.115732,1E-3
4,100000,0.4,2,10,0.7,0,0.2,1,2.97734,2.86164,0.115692,1E-4
2,10000000,0.2,1,10000,0.4,0,0.2,2,1.76448,1.64885,0.115631,1E-3
2,10000000,0.2,2,10000,0.4,0,0.2,1,1.76448,1.64885,0.115631,1E-3
8,1000000,0,1,100,0.7,0.2,0.4,2,4.18261,4.06701,0.115608,1E-4
4,10000000,0.4,2,1000,1,0.2,0.4,2,34.3677,34.2522,0.115447,1E-4
2,100000,0.2,1,10,0.4,0.2,0.2,1,0.527361,0.412,0.115361,1E-4
8,100000,0.2,2,10000,0.7,0.4,0,1,48.9293,48.8142,0.11516,1E-1
8,100000,0.2,2,10000,0.7,0.4,0,2,48.9293,48.8142,0.11516,1E-1
4,10000000,0.4,2,100,0.4,0.4,0,1,0.336914,0.222042,0.114872,1E-5
4,10000000,0.4,2,100,0.4,0.4,0,2,0.336914,0.222042,0.114872,1E-5
8,1000000,0,2,100,0.4,0.2,0.4,1,0.539015,0.424153,0.114862,1E-4
2,1000000,0,1,10,0.7,0,0.4,1,1.76991,1.65548,0.114433,1E-5
2,1000000,0,1,10,0.7,0,0.4,2,1.76991,1.65548,0.114433,1E-5
2,1000000,0,2,10,0.7,0,0.4,1,1.76991,1.65548,0.114433,1E-5
2,1000000,0,2,10,0.7,0,0.4,2,1.76991,1.65548,0.114433,1E-5
2,100000,0.4,2,10000,0.4,0.4,0.4,2,23.0308,22.9164,0.11441,1E-1
8,1000000,0.2,1,100,1,0,0.2,2,25.6568,25.5424,0.114376,1E-4
4,100000,0.4,1,10000,0.7,0,0,1,49.1395,49.0251,0.114334,1E-1
4,100000,0.4,1,10000,0.7,0,0,2,49.1395,49.0251,0.114334,1E-1
4,100000,0.4,2,10000,0.7,0,0,1,49.1395,49.0251,0.114334,1E-1
4,100000,0.4,2,10000,0.7,0,0,2,49.1395,49.0251,0.114334,1E-1
8,100000,0.4,2,1000,1,0.2,0.2,2,51.4894,51.3751,0.114329,1E-2
8,1000000,0.2,2,10,0.4,0.4,0.4,1,0.248921,0.134747,0.114174,1E-5
8,1000000,0,1,10,0.7,0,0.4,1,1.11144,0.997319,0.11412,1E-5
8,1000000,0.2,2,10,0.4,0.4,0.2,1,0.216137,0.102086,0.114051,1E-5
8,100000,0.4,2,10000,0.7,0.4,0,1,49.0678,48.9538,0.114043,1E-1
8,100000,0.4,2,10000,0.7,0.4,0,2,49.0678,48.9538,0.114043,1E-1
2,100000,0.4,1,10,0.7,0,0.4,1,3.41305,3.29924,0.113804,1E-4
2,100000,0.4,2,10,0.7,0,0.4,2,3.41305,3.29924,0.113804,1E-4
2,1000000,0.2,2,10,0.4,0.4,0,1,0.352973,0.239482,0.113491,1E-5
2,1000000,0.2,2,10,0.4,0.4,0,2,0.352973,0.239482,0.113491,1E-5
8,10000000,0.4,2,1000,1,0.2,0.2,2,35.9197,35.8063,0.113368,1E-4
2,1000000,0.2,1,10,0.4,0.4,0.2,1,0.354207,0.240847,0.11336,1E-5
2,1000000,0.4,1,10000,0.7,0.4,0,1,35.523,35.41,0.113001,1E-2
2,1000000,0.4,1,10000,0.7,0.4,0,2,35.523,35.41,0.113001,1E-2
8,1000000,0,1,10,0.4,0.4,0.4,1,0.22729,0.114516,0.112774,1E-5
4,100000,0.4,1,10,0.4,0.4,0.2,2,0.446459,0.333785,0.112674,1E-4
2,10000000,0.4,1,1000,1,0.2,0.4,2,32.8321,32.7199,0.112225,1E-4
2,100000,0.4,1,10,0.4,0,0.4,2,0.493523,0.381451,0.112072,1E-4
2,100000,0.4,2,10,0.4,0,0.4,1,0.493523,0.381451,0.112072,1E-4
2,100000,0,1,100,0.7,0,0.2,1,9.80846,9.6965,0.111966,1E-3
2,100000,0,1,100,0.7,0,0.2,2,9.80846,9.6965,0.111966,1E-3
2,100000,0,2,100,0.7,0,0.2,1,9.80846,9.6965,0.111966,1E-3
2,100000,0,2,100,0.7,0,0.2,2,9.80846,9.6965,0.111966,1E-3
2,1000000,0.2,1,100,0.4,0.2,0.2,1,0.611103,0.499148,0.111955,1E-4
4,10000000,0.4,2,10,1,0,0.4,1,11.4169,11.305,0.111917,1E-6
4,100000,0,1,10000,1,0.2,0.4,1,80.545,80.4332,0.111716,1E-1
4,100000,0,2,10000,1,0.2,0.4,1,80.545,80.4332,0.111716,1E-1
4,100000,0.4,1,10,0.4,0.4,0,1,0.542395,0.430698,0.111697,1E-4
4,10000000,0,1,1000,0.7,0.2,0.4,2,5.74991,5.63822,0.111697,1E-4
4,10000000,0,2,1000,0.7,0.2,0.4,2,5.74991,5.63822,0.111697,1E-4
4,100000,0,2,10,0.4,0.2,0.2,1,0.441738,0.330058,0.111681,1E-4
8,100000,0,1,1000,0.4,0.2,0,1,6.36849,6.2569,0.111591,1E-2
8,100000,0,1,1000,0.4,0.2,0,2,6.36849,6.2569,0.111591,1E-2
8,100000,0,2,1000,0.4,0.2,0,1,6.36849,6.2569,0.111591,1E-2
8,100000,0,2,1000,0.4,0.2,0,2,6.36849,6.2569,0.111591,1E-2
8,10000000,0.2,2,10000,1,0.2,0.2,2,49.5365,49.4249,0.11159,1E-3
2,10000000,0.4,2,10000,1,0.2,0.4,1,67.6363,67.5248,0.111556,1E-3
4,1000000,0.2,1,100,0.4,0.2,0.4,1,0.565354,0.453813,0.111541,1E-4
2,10000000,0.2,1,1000,0.4,0.2,0.2,1,0.64077,0.529274,0.111496,1E-4
8,100000,0.4,2,100,0.4,0.2,0.2,2,1.58161,1.47015,0.111462,1E-3
2,1000000,0.4,1,100,0.7,0,0.4,1,4.80703,4.69584,0.111191,1E-4
2,1000000,0.4,2,100,0.7,0,0.4,2,4.80703,4.69584,0.111191,1E-4
4,1000000,0.4,2,100,0.4,0.2,0,1,0.575682,0.464554,0.111129,1E-4
4,1000000,0.4,2,100,0.4,0.2,0,2,0.575682,0.464554,0.111129,1E-4
4,10000000,0.2,2,1000,1,0.2,0.4,2,34.4727,34.3617,0.111058,1E-4
4,100000,0,1,100,0.4,0.2,0,1,1.66604,1.55501,0.111026,1E-3
4,100000,0,1,100,0.4,0.2,0,2,1.66604,1.55501,0.111026,1E-3
4,100000,0,2,100,0.4,0.2,0,1,1.66604,1.55501,0.111026,1E-3
4,100000,0,2,100,0.4,0.2,0,2,1.66604,1.55501,0.111026,1E-3
4,100000,0.2,1,10,0.7,0.2,0.4,2,2.87508,2.76408,0.111002,1E-4
8,10000000,0.4,1,1000,0.4,0.4,0,1,0.646163,0.535274,0.110889,1E-4
8,10000000,0.4,1,1000,0.4,0.4,0,2,0.646163,0.535274,0.110889,1E-4
8,1000000,0,1,100,0.4,0.2,0.4,1,0.539015,0.428131,0.110884,1E-4
2,10000000,0.2,1,10,1,0,0.2,1,14.364,14.2532,0.110873,1E-6
2,10000000,0.2,2,10,1,0,0.2,2,14.364,14.2532,0.110873,1E-6
2,10000000,0.4,1,1000,0.7,0,0.4,1,5.55502,5.44427,0.110756,1E-4
2,10000000,0.4,2,1000,0.7,0,0.4,2,5.55502,5.44427,0.110756,1E-4
2,10000000,0.2,1,1000,1,0,0.2,1,42.5133,42.4026,0.110725,1E-4
2,10000000,0.2,1,10000,1,0,0.2,1,56.8811,56.7703,0.110725,1E-3
2,10000000,0.2,2,1000,1,0,0.2,2,42.5133,42.4026,0.110725,1E-4
2,10000000,0.2,2,10000,1,0,0.2,2,56.8811,56.7703,0.110725,1E-3
4,100000,0,2,10,0.7,0.2,0.4,2,2.90579,2.79523,0.110556,1E-4
4,10000000,0.2,1,1000,0.4,0.2,0.4,1,0.601803,0.49129,0.110512,1E-4
4,100000,0.4,2,10,0.4,0.2,0,1,0.475007,0.364568,0.110438,1E-4
2,10000000,0.2,1,100,1,0,0.2,1,28.1957,28.0852,0.110432,1E-5
2,10000000,0.2,2,100,1,0,0.2,2,28.1957,28.0852,0.110432,1E-5
8,1000000,0.4,2,1000,1,0.2,0.4,2,39.5181,39.4078,0.11037,1E-3
8,10000000,0,1,1000,0.4,0.2,0.4,1,0.587904,0.477695,0.110208,1E-4
8,10000000,0,2,1000,0.4,0.2,0.4,1,0.587904,0.477695,0.110208,1E-4
2,10000000,0,1,100,0.7,0,0.4,1,2.48619,2.37599,0.110199,1E-5
2,10000000,0,1,100,0.7,0,0.4,2,2.48619,2.37599,0.110199,1E-5
2,10000000,0,2,100,0.7,0,0.4,1,2.48619,2.37599,0.110199,1E-5
2,10000000,0,2,100,0.7,0,0.4,2,2.48619,2.37599,0.110199,1E-5
4,1000000,0.4,1,10000,1,0.2,0.2,1,66.6572,66.5471,0.110188,1E-2
4,10000000,0.4,2,1000,0.4,0.2,0,1,0.612796,0.502734,0.110062,1E-4
4,10000000,0.4,2,1000,0.4,0.2,0,2,0.612796,0.502734,0.110062,1E-4
8,1000000,0,1,10000,0.4,0.2,0,1,6.53861,6.42855,0.110059,1E-2
8,1000000,0,1,10000,0.4,0.2,0,2,6.53861,6.42855,0.110059,1E-2
8,1000000,0,2,10000,0.4,0.2,0,1,6.53861,6.42855,0.110059,1E-2
8,1000000,0,2,10000,0.4,0.2,0,2,6.53861,6.42855,0.110059,1E-2
2,100000,0,1,10000,0.7,0.2,0.2,1,52.4277,52.3177,0.110052,1E-1
2,100000,0,2,10000,0.7,0.2,0.2,1,52.4277,52.3177,0.110052,1E-1
4,10000000,0.2,2,1000,1,0.2,0.2,2,38.0112,37.9012,0.11001,1E-4
8,100000,0.4,2,10000,0.4,0.2,0.4,2,24.3484,24.2385,0.109929,1E-1
4,1000000,0,1,1000,0.4,0.2,0,1,1.78308,1.67322,0.109863,1E-3
4,1000000,0,1,1000,0.4,0.2,0,2,1.78308,1.67322,0.109863,1E-3
4,1000000,0,2,1000,0.4,0.2,0,1,1.78308,1.67322,0.109863,1E-3
4,1000000,0,2,1000,0.4,0.2,0,2,1.78308,1.67322,0.109863,1E-3
2,1000000,0,1,1000,0.7,0,0.2,1,11.2578,11.148,0.109856,1E-3
2,1000000,0,1,1000,0.7,0,0.2,2,11.2578,11.148,0.109856,1E-3
2,1000000,0,2,1000,0.7,0,0.2,1,11.2578,11.148,0.109856,1E-3
2,1000000,0,2,1000,0.7,0,0.2,2,11.2578,11.148,0.109856,1E-3
8,100000,0,1,10,0.4,0.2,0.4,1,0.414751,0.305096,0.109655,1E-4
4,10000000,0,1,10000,0.4,0.2,0,1,1.81805,1.70846,0.109593,1E-3
4,10000000,0,1,10000,0.4,0.2,0,2,1.81805,1.70846,0.109593,1E-3
4,10000000,0,2,10000,0.4,0.2,0,1,1.81805,1.70846,0.109593,1E-3
4,10000000,0,2,10000,0.4,0.2,0,2,1.81805,1.70846,0.109593,1E-3
8,1000000,0.4,1,1000,0.4,0,0.2,2,1.72984,1.62037,0.10947,1E-3
8,1000000,0.4,2,1000,0.4,0,0.2,1,1.72984,1.62037,0.10947,1E-3
8,10000000,0,2,100,0.4,0.4,0.4,1,0.29772,0.188463,0.109258,1E-5
4,100000,0.2,1,100,0.7,0,0.2,2,9.24561,9.13647,0.109142,1E-3
4,100000,0.2,2,100,0.7,0,0.2,1,9.24561,9.13647,0.109142,1E-3
8,10000000,0.4,1,10000,0.4,0,0.2,2,1.77232,1.6632,0.109124,1E-3
8,10000000,0.4,2,10000,0.4,0,0.2,1,1.77232,1.6632,0.109124,1E-3
4,10000000,0.4,1,100,0.4,0.4,0.4,1,0.32509,0.216008,0.109082,1E-5
4,100000,0,1,1000,0.7,0.4,0.4,2,21.649,21.5399,0.109062,1E-2
4,100000,0,2,1000,0.7,0.4,0.4,2,21.649,21.5399,0.109062,1E-2
2,100000,0.2,2,1000,0.4,0.4,0.4,2,6.12038,6.01141,0.108974,1E-2
8,10000000,0,1,10000,0.7,0.2,0.2,2,12.3473,12.2384,0.108942,1E-3
8,10000000,0,2,10000,0.7,0.2,0.2,2,12.3473,12.2384,0.108942,1E-3
2,10000000,0,1,10000,0.7,0,0.2,1,11.9802,11.8713,0.108928,1E-3
2,10000000,0,1,10000,0.7,0,0.2,2,11.9802,11.8713,0.108928,1E-3
2,10000000,0,2,10000,0.7,0,0.2,1,11.9802,11.8713,0.108928,1E-3
2,10000000,0,2,10000,0.7,0,0.2,2,11.9802,11.8713,0.108928,1E-3
4,1000000,0.2,2,10,0.4,0.4,0.2,1,0.287575,0.178727,0.108848,1E-5
4,100000,0.4,2,10,1,0,0.4,2,15.9504,15.8417,0.108677,1E-4
4,10000000,0,1,100,0.4,0.4,0.2,1,0.323494,0.214865,0.108629,1E-5
4,10000000,0,2,100,0.4,0.4,0.2,1,0.323494,0.214865,0.108629,1E-5
2,100000,0.2,1,1000,1,0.2,0.4,1,68.1627,68.0541,0.108554,1E-2
4,10000000,0.4,1,100,0.7,0,0.4,2,2.41507,2.30664,0.108433,1E-5
4,10000000,0.4,2,100,0.7,0,0.4,1,2.41507,2.30664,0.108433,1E-5
4,1000000,0.2,1,100,0.4,0.4,0.2,2,0.598631,0.490223,0.108408,1E-4
4,10000000,0.2,1,10,0.7,0.2,0.4,2,0.992081,0.883721,0.10836,1E-6
8,1000000,0,2,10,0.4,0.4,0.4,1,0.22729,0.119019,0.108271,1E-5
2,1000000,0.4,2,1000,1,0.4,0.2,1,58.4513,58.3431,0.108183,1E-3
2,100000,0.4,1,10,0.7,0.2,0.4,2,3.53652,3.42838,0.108145,1E-4
4,1000000,0.4,2,10000,1,0.2,0.4,1,68.7255,68.6174,0.108046,1E-2
2,1000000,0.4,2,10000,1,0.2,0.2,1,67.5065,67.3985,0.108042,1E-2
4,100000,0.4,1,10000,0.7,0.4,0.4,1,56.2085,56.1005,0.108005,1E-1
2,1000000,0.4,1,1000,1,0.4,0.2,2,41.9325,41.8245,0.10799,1E-3
2,100000,0,1,100,1,0.2,0.4,2,31.5692,31.4613,0.107881,1E-3
2,100000,0,2,100,1,0.2,0.4,2,31.5692,31.4613,0.107881,1E-3
4,10000000,0.2,1,1000,0.4,0.4,0.2,2,0.648226,0.540569,0.107656,1E-4
2,100000,0.4,1,100,0.7,0.2,0.2,2,10.8866,10.779,0.107648,1E-3
8,1000000,0,1,10000,0.7,0.2,0,1,24.5913,24.4836,0.107617,1E-2
8,1000000,0,1,10000,0.7,0.2,0,2,24.5913,24.4836,0.107617,1E-2
8,1000000,0,2,10000,0.7,0.2,0,1,24.5913,24.4836,0.107617,1E-2
8,1000000,0,2,10000,0.7,0.2,0,2,24.5913,24.4836,0.107617,1E-2
2,100000,0.2,1,1000,0.7,0,0.2,1,22.6259,22.5188,0.107049,1E-2
2,100000,0.2,2,1000,0.7,0,0.2,2,22.6259,22.5188,0.107049,1E-2
8,100000,0.4,2,10000,0.7,0.2,0.2,2,46.8221,46.7151,0.106958,1E-1
2,10000000,0.4,1,100,0.4,0.4,0.2,1,0.399768,0.292847,0.106921,1E-5
8,100000,0.4,2,100,0.4,0,0.2,1,1.58326,1.4764,0.106867,1E-3
2,1000000,0.2,1,10000,0.7,0,0.2,1,23.8869,23.7801,0.106814,1E-2
2,1000000,0.2,2,10000,0.7,0,0.2,2,23.8869,23.7801,0.106814,1E-2
4,1000000,0,1,10,0.7,0.2,0.4,2,1.66643,1.55963,0.106795,1E-5
2,100000,0.2,2,1000,0.4,0.2,0.2,2,6.39524,6.28846,0.106775,1E-2
8,100000,0.4,1,100,0.4,0,0.2,2,1.58326,1.47658,0.106687,1E-3
4,10000000,0,1,1000,1,0.2,0.4,2,34.6215,34.515,0.106501,1E-4
4,10000000,0,2,1000,1,0.2,0.4,2,34.6215,34.515,0.106501,1E-4
8,10000000,0.4,2,10000,1,0.2,0.2,2,49.3997,49.2933,0.106469,1E-3
4,1000000,0,1,100,1,0.2,0.4,2,26.2898,26.1835,0.106309,1E-4
4,1000000,0,2,100,1,0.2,0.4,2,26.2898,26.1835,0.106309,1E-4
2,100000,0,1,1000,1,0.4,0.2,1,62.679,62.5729,0.106059,1E-2
2,100000,0,2,1000,1,0.4,0.2,1,62.679,62.5729,0.106059,1E-2
2,1000000,0.4,1,1000,1,0,0.2,1,49.7452,49.6392,0.106028,1E-3
2,1000000,0.4,1,10000,1,0,0.2,1,66.565,66.459,0.106028,1E-2
2,1000000,0.4,2,1000,1,0,0.2,2,49.7452,49.6392,0.106028,1E-3
2,1000000,0.4,2,10000,1,0,0.2,2,66.565,66.459,0.106028,1E-2
2,1000000,0.4,1,100,0.4,0,0.4,2,0.554226,0.44821,0.106016,1E-4
2,1000000,0.4,2,100,0.4,0,0.4,1,0.554226,0.44821,0.106016,1E-4
2,1000000,0.4,1,10,1,0,0.2,1,16.7915,16.6857,0.105874,1E-5
2,1000000,0.4,2,10,1,0,0.2,2,16.7915,16.6857,0.105874,1E-5
2,1000000,0.2,2,10000,0.4,0.4,0.4,2,6.2407,6.13483,0.10587,1E-2
8,100000,0.4,2,10,0.4,0.4,0.4,2,0.397165,0.291329,0.105837,1E-4
2,1000000,0.4,1,100,1,0,0.2,1,32.9841,32.8784,0.105774,1E-4
2,1000000,0.4,2,100,1,0,0.2,2,32.9841,32.8784,0.105774,1E-4
8,10000000,0,1,1000,0.4,0.4,0.2,2,0.617784,0.512095,0.105689,1E-4
8,10000000,0,2,1000,0.4,0.4,0.2,2,0.617784,0.512095,0.105689,1E-4
2,1000000,0.2,2,10000,0.4,0.2,0.2,2,6.48046,6.37497,0.105487,1E-2
4,1000000,0.2,1,1000,0.7,0,0.2,2,11.0408,10.9353,0.105455,1E-3
4,1000000,0.2,2,1000,0.7,0,0.2,1,11.0408,10.9353,0.105455,1E-3
2,10000000,0.4,1,1000,0.4,0,0.4,2,0.574163,0.468757,0.105406,1E-4
2,10000000,0.4,2,1000,0.4,0,0.4,1,0.574163,0.468757,0.105406,1E-4
2,100000,0.4,2,10,0.4,0.2,0.2,2,0.504657,0.399416,0.105241,1E-4
2,1000000,0.4,2,1000,0.7,0.2,0.4,2,10.997,10.8919,0.10518,1E-3
2,10000000,0.4,2,100,0.4,0.4,0.2,2,0.387054,0.281887,0.105167,1E-5
8,1000000,0.4,1,100,1,0,0.2,2,25.7783,25.6735,0.104816,1E-4
8,1000000,0.4,1,10,1,0,0.4,1,9.43313,9.32847,0.104661,1E-5
8,1000000,0,2,100,0.4,0.4,0.2,2,0.556158,0.451521,0.104637,1E-4
4,100000,0.4,2,100,0.7,0.2,0.4,2,8.88323,8.77866,0.104564,1E-3
4,100000,0,1,10000,1,0,0.2,1,78.5944,78.49,0.104445,1E-1
4,100000,0,1,10000,1,0,0.2,2,78.5944,78.49,0.104445,1E-1
4,100000,0,2,10000,1,0,0.2,1,78.5944,78.49,0.104445,1E-1
4,100000,0,2,10000,1,0,0.2,2,78.5944,78.49,0.104445,1E-1
4,100000,0,1,1000,1,0,0.2,1,57.0995,56.9951,0.104442,1E-2
4,100000,0,1,1000,1,0,0.2,2,57.0995,56.9951,0.104442,1E-2
4,100000,0,2,1000,1,0,0.2,1,57.0995,56.9951,0.104442,1E-2
4,100000,0,2,1000,1,0,0.2,2,57.0995,56.9951,0.104442,1E-2
2,10000000,0,1,100,0.4,0.4,0,1,0.386344,0.281931,0.104413,1E-5
2,10000000,0,1,100,0.4,0.4,0,2,0.386344,0.281931,0.104413,1E-5
2,10000000,0,2,100,0.4,0.4,0,1,0.386344,0.281931,0.104413,1E-5
2,10000000,0,2,100,0.4,0.4,0,2,0.386344,0.281931,0.104413,1E-5
8,100000,0.2,1,10000,1,0,0.2,2,77.321,77.2167,0.104349,1E-1
8,100000,0.2,2,10000,1,0,0.2,1,77.321,77.2167,0.104349,1E-1
8,100000,0.2,1,1000,1,0,0.2,2,54.2919,54.1875,0.104317,1E-2
8,100000,0.2,2,1000,1,0,0.2,1,54.2919,54.1875,0.104317,1E-2
8,10000000,0,1,100,0.4,0.4,0.4,1,0.29772,0.193454,0.104266,1E-5
8,1000000,0.2,2,100,0.4,0.2,0.2,1,0.522599,0.418416,0.104183,1E-4
4,1000000,0.2,2,10,0.4,0.4,0,1,0.24141,0.137271,0.104138,1E-5
4,100000,0,1,100,1,0,0.2,1,35.7544,35.6503,0.104097,1E-3
4,100000,0,1,100,1,0,0.2,2,35.7544,35.6503,0.104097,1E-3
4,100000,0,2,100,1,0,0.2,1,35.7544,35.6503,0.104097,1E-3
4,100000,0,2,100,1,0,0.2,2,35.7544,35.6503,0.104097,1E-3
4,100000,0,1,1000,0.4,0,0.2,1,6.27438,6.1703,0.104081,1E-2
4,100000,0,1,1000,0.4,0,0.2,2,6.27438,6.1703,0.104081,1E-2
4,100000,0,2,1000,0.4,0,0.2,1,6.27438,6.1703,0.104081,1E-2
4,100000,0,2,1000,0.4,0,0.2,2,6.27438,6.1703,0.104081,1E-2
8,1000000,0.4,2,1000,0.4,0.2,0.2,2,1.7418,1.63781,0.10399,1E-3
2,10000000,0.2,1,1000,1,0.2,0,1,45.1679,45.064,0.103953,1E-4
2,10000000,0.2,1,1000,1,0.2,0,2,45.1679,45.064,0.103953,1E-4
4,10000000,0.4,2,10000,1,0.2,0.2,1,57.5494,57.4455,0.103885,1E-3
4,100000,0.2,2,10000,1,0.2,0.4,1,80.358,80.2541,0.103882,1E-1
4,1000000,0,1,10000,0.4,0,0.2,1,6.37734,6.2735,0.103848,1E-2
4,1000000,0,1,10000,0.4,0,0.2,2,6.37734,6.2735,0.103848,1E-2
4,1000000,0,2,10000,0.4,0,0.2,1,6.37734,6.2735,0.103848,1E-2
4,1000000,0,2,10000,0.4,0,0.2,2,6.37734,6.2735,0.103848,1E-2
4,10000000,0.2,1,10000,0.7,0,0.2,2,11.9408,11.8369,0.103826,1E-3
4,10000000,0.2,2,10000,0.7,0,0.2,1,11.9408,11.8369,0.103826,1E-3
2,1000000,0.4,1,10,0.4,0.4,0.2,1,0.330932,0.227111,0.103821,1E-5
2,100000,0.4,2,1000,1,0.2,0,1,57.2753,57.1716,0.103723,1E-2
2,100000,0.4,2,1000,1,0.2,0,2,57.2753,57.1716,0.103723,1E-2
2,100000,0.4,2,1000,0.7,0.2,0.2,2,23.3358,23.2321,0.103704,1E-2
8,10000000,0.4,2,10000,0.4,0.2,0.2,2,1.79055,1.68703,0.103527,1E-3
4,100000,0.4,1,1000,1,0.2,0,1,57.3465,57.243,0.103468,1E-2
4,100000,0.4,1,1000,1,0.2,0,2,57.3465,57.243,0.103468,1E-2
8,1000000,0,1,100,0.4,0.4,0.2,2,0.556158,0.452776,0.103382,1E-4
4,100000,0.4,2,10,0.4,0.2,0,2,0.475007,0.371714,0.103293,1E-4
8,10000000,0.4,1,100,0.7,0.2,0.4,2,2.27704,2.17388,0.103158,1E-5
