#rank requests AS=1 AS=2 AS=3 AS=4 AS=5 AS=6 AS=7 AS=8 AS=9 AS=10
160 17 0 0 0 0 0 0 0 0 0 0
161 11 0 0 0 0 0 0 0 0 0 0
162 13 0 0 0 0 0 0 0 0 0 0
163 12 0 0 0 0 0 0 0 0 0 0
164 13 0 0 0 0 0 0 0 0 0 0
165 15 0 0 0 0 0 0 0 0 0 0
166 12 0 0 0 0 0 0 0 0 0 0
167 8 0 0 0 0 0 0 0 0 0 0
168 9 0 0 0 0 0 0 0 0 0 0
169 18 0 0 0 0 0 0 0 0 0 0
170 13 0 0 0 0 0 0 0 0 0 0
171 14 0 0 0 0 0 0 0 0 0 0
172 16 0 0 0 0 0 0 0 0 0 0
173 5 0 0 0 0 0 0 0 0 0 0
174 16 0 0 0 0 0 0 0 0 0 0
175 8 0 0 0 0 0 0 0 0 0 0
176 17 0 0 0 0 0 0 0 0 0 0
177 8 0 0 0 0 0 0 0 0 0 0
178 19 0 0 0 0 0 0 0 0 0 0
179 16 0 0 0 0 0 0 0 0 0 0
180 10 0 0 0 0 0 0 0 0 0 0
181 13 0 0 0 0 0 0 0 0 0 0
182 9 0 0 0 0 0 0 0 0 0 0
183 12 0 0 0 0 0 0 0 0 0 0
184 11 0 0 0 0 0 0 0 0 0 0
185 11 0 0 0 0 0 0 0 0 0 0
186 12 0 0 0 0 0 0 0 0 0 0
187 14 0 0 0 0 0 0 0 0 0 0
188 13 0 0 0 0 0 0 0 0 0 0
189 9 0 0 0 0 0 0 0 0 0 0
190 9 0 0 0 0 0 0 0 0 0 0
191 12 0 0 0 0 0 0 0 0 0 0
192 10 0 0 0 0 0 0 0 0 0 0
193 9 0 0 0 0 0 0 0 0 0 0
194 9 0 0 0 0 0 0 0 0 0 0
195 10 0 0 0 0 0 0 0 0 0 0
196 5 0 0 0 0 0 0 0 0 0 0
197 12 0 0 0 0 0 0 0 0 0 0
198 12 0 0 0 0 0 0 0 0 0 0
199 15 0 0 0 0 0 0 0 0 0 0
200 10 0 0 0 0 0 0 0 0 0 0
201 7 0 0 0 0 0 0 0 0 0 0
202 14 0 0 0 0 0 0 0 0 0 0
203 14 0 0 0 0 0 0 0 0 0 0
204 6 0 0 0 0 0 0 0 0 0 0
205 10 0 0 0 0 0 0 0 0 0 0
206 6 0 0 0 0 0 0 0 0 0 0
207 10 0 0 0 0 0 0 0 0 0 0
208 6 0 0 0 0 0 0 0 0 0 0
209 7 0 0 0 0 0 0 0 0 0 0
210 2 0 0 0 0 0 0 0 0 0 0
211 9 0 0 0 0 0 0 0 0 0 0
212 8 0 0 0 0 0 0 0 0 0 0
213 8 0 0 0 0 0 0 0 0 0 0
214 11 0 0 0 0 0 0 0 0 0 0
215 10 0 0 0 0 0 0 0 0 0 0
216 12 0 0 0 0 0 0 0 0 0 0
217 7 0 0 0 0 0 0 0 0 0 0
218 9 0 0 0 0 0 0 0 0 0 0
219 12 0 0 0 0 0 0 0 0 0 0
220 16 0 0 0 0 0 0 0 0 0 0
221 7 0 0 0 0 0 0 0 0 0 0
222 10 0 0 0 0 0 0 0 0 0 0
223 11 0 0 0 0 0 0 0 0 0 0
224 2 0 0 0 0 0 0 0 0 0 0
225 10 0 0 0 0 0 0 0 0 0 0
226 9 0 0 0 0 0 0 0 0 0 0
227 8 0 0 0 0 0 0 0 0 0 0
228 7 0 0 0 0 0 0 0 0 0 0
229 12 0 0 0 0 0 0 0 0 0 0
230 10 0 0 0 0 0 0 0 0 0 0
231 10 0 0 0 0 0 0 0 0 0 0
232 6 0 0 0 0 0 0 0 0 0 0
233 4 0 0 0 0 0 0 0 0 0 0
234 6 0 0 0 0 0 0 0 0 0 0
235 11 0 0 0 0 0 0 0 0 0 0
236 5 0 0 0 0 0 0 0 0 0 0
237 5 0 0 0 0 0 0 0 0 0 0
238 8 0 0 0 0 0 0 0 0 0 0
239 7 0 0 0 0 0 0 0 0 0 0
240 11 0 0 0 0 0 0 0 0 0 0
241 5 0 0 0 0 0 0 0 0 0 0
242 12 0 0 0 0 0 0 0 0 0 0
243 15 0 0 0 0 0 0 0 0 0 0
244 8 0 0 0 0 0 0 0 0 0 0
245 16 0 0 0 0 0 0 0 0 0 0
246 9 0 0 0 0 0 0 0 0 0 0
247 8 0 0 0 0 0 0 0 0 0 0
248 6 0 0 0 0 0 0 0 0 0 0
249 14 0 0 0 0 0 0 0 0 0 0
250 13 0 0 0 0 0 0 0 0 0 0
251 7 0 0 0 0 0 0 0 0 0 0
252 5 0 0 0 0 0 0 0 0 0 0
253 10 0 0 0 0 0 0 0 0 0 0
254 11 0 0 0 0 0 0 0 0 0 0
255 5 0 0 0 0 0 0 0 0 0 0
256 3 0 0 0 0 0 0 0 0 0 0
257 7 0 0 0 0 0 0 0 0 0 0
258 9 0 0 0 0 0 0 0 0 0 0
259 11 0 0 0 0 0 0 0 0 0 0
260 7 0 0 0 0 0 0 0 0 0 0
261 9 0 0 0 0 0 0 0 0 0 0
262 4 0 0 0 0 0 0 0 0 0 0
263 12 0 0 0 0 0 0 0 0 0 0
264 10 0 0 0 0 0 0 0 0 0 0
265 7 0 0 0 0 0 0 0 0 0 0
266 8 0 0 0 0 0 0 0 0 0 0
267 6 0 0 0 0 0 0 0 0 0 0
268 7 0 0 0 0 0 0 0 0 0 0
269 8 0 0 0 0 0 0 0 0 0 0
270 4 0 0 0 0 0 0 0 0 0 0
271 5 0 0 0 0 0 0 0 0 0 0
272 7 0 0 0 0 0 0 0 0 0 0
273 4 0 0 0 0 0 0 0 0 0 0
274 9 0 0 0 0 0 0 0 0 0 0
275 8 0 0 0 0 0 0 0 0 0 0
276 5 0 0 0 0 0 0 0 0 0 0
277 6 0 0 0 0 0 0 0 0 0 0
278 5 0 0 0 0 0 0 0 0 0 0
279 13 0 0 0 0 0 0 0 0 0 0
280 10 0 0 0 0 0 0 0 0 0 0
281 7 0 0 0 0 0 0 0 0 0 0
282 8 0 0 0 0 0 0 0 0 0 0
283 14 0 0 0 0 0 0 0 0 0 0
284 9 0 0 0 0 0 0 0 0 0 0
285 12 0 0 0 0 0 0 0 0 0 0
286 7 0 0 0 0 0 0 0 0 0 0
287 8 0 0 0 0 0 0 0 0 0 0
288 5 0 0 0 0 0 0 0 0 0 0
289 9 0 0 0 0 0 0 0 0 0 0
290 9 0 0 0 0 0 0 0 0 0 0
291 8 0 0 0 0 0 0 0 0 0 0
292 8 0 0 0 0 0 0 0 0 0 0
293 10 0 0 0 0 0 0 0 0 0 0
294 3 0 0 0 0 0 0 0 0 0 0
295 5 0 0 0 0 0 0 0 0 0 0
296 4 0 0 0 0 0 0 0 0 0 0
297 10 0 0 0 0 0 0 0 0 0 0
298 6 0 0 0 0 0 0 0 0 0 0
299 9 0 0 0 0 0 0 0 0 0 0
300 6 0 0 0 0 0 0 0 0 0 0
301 6 0 0 0 0 0 0 0 0 0 0
302 5 0 0 0 0 0 0 0 0 0 0
303 5 0 0 0 0 0 0 0 0 0 0
304 4 0 0 0 0 0 0 0 0 0 0
305 14 0 0 0 0 0 0 0 0 0 0
306 8 0 0 0 0 0 0 0 0 0 0
307 11 0 0 0 0 0 0 0 0 0 0
308 9 0 0 0 0 0 0 0 0 0 0
309 3 0 0 0 0 0 0 0 0 0 0
310 4 0 0 0 0 0 0 0 0 0 0
311 11 0 0 0 0 0 0 0 0 0 0
312 10 0 0 0 0 0 0 0 0 0 0
313 9 0 0 0 0 0 0 0 0 0 0
314 5 0 0 0 0 0 0 0 0 0 0
315 6 0 0 0 0 0 0 0 0 0 0
316 7 0 0 0 0 0 0 0 0 0 0
317 4 0 0 0 0 0 0 0 0 0 0
318 3 0 0 0 0 0 0 0 0 0 0
319 6 0 0 0 0 0 0 0 0 0 0
320 7 0 0 0 0 0 0 0 0 0 0
321 8 0 0 0 0 0 0 0 0 0 0
322 4 0 0 0 0 0 0 0 0 0 0
323 6 0 0 0 0 0 0 0 0 0 0
324 4 0 0 0 0 0 0 0 0 0 0
325 9 0 0 0 0 0 0 0 0 0 0
326 3 0 0 0 0 0 0 0 0 0 0
327 3 0 0 0 0 0 0 0 0 0 0
328 6 0 0 0 0 0 0 0 0 0 0
329 10 0 0 0 0 0 0 0 0 0 0
330 6 0 0 0 0 0 0 0 0 0 0
331 10 0 0 0 0 0 0 0 0 0 0
332 9 0 0 0 0 0 0 0 0 0 0
333 8 0 0 0 0 0 0 0 0 0 0
334 7 0 0 0 0 0 0 0 0 0 0
335 7 0 0 0 0 0 0 0 0 0 0
336 7 0 0 0 0 0 0 0 0 0 0
337 9 0 0 0 0 0 0 0 0 0 0
338 7 0 0 0 0 0 0 0 0 0 0
339 8 0 0 0 0 0 0 0 0 0 0
340 7 0 0 0 0 0 0 0 0 0 0
341 9 0 0 0 0 0 0 0 0 0 0
342 6 0 0 0 0 0 0 0 0 0 0
343 7 0 0 0 0 0 0 0 0 0 0
344 9 0 0 0 0 0 0 0 0 0 0
345 10 0 0 0 0 0 0 0 0 0 0
346 3 0 0 0 0 0 0 0 0 0 0
347 12 0 0 0 0 0 0 0 0 0 0
348 4 0 0 0 0 0 0 0 0 0 0
349 7 0 0 0 0 0 0 0 0 0 0
350 8 0 0 0 0 0 0 0 0 0 0
351 11 0 0 0 0 0 0 0 0 0 0
352 7 0 0 0 0 0 0 0 0 0 0
353 8 0 0 0 0 0 0 0 0 0 0
354 6 0 0 0 0 0 0 0 0 0 0
355 9 0 0 0 0 0 0 0 0 0 0
356 2 0 0 0 0 0 0 0 0 0 0
357 7 0 0 0 0 0 0 0 0 0 0
358 8 0 0 0 0 0 0 0 0 0 0
359 4 0 0 0 0 0 0 0 0 0 0
360 3 0 0 0 0 0 0 0 0 0 0
361 3 0 0 0 0 0 0 0 0 0 0
362 3 0 0 0 0 0 0 0 0 0 0
363 4 0 0 0 0 0 0 0 0 0 0
364 6 0 0 0 0 0 0 0 0 0 0
365 5 0 0 0 0 0 0 0 0 0 0
366 8 0 0 0 0 0 0 0 0 0 0
367 11 0 0 0 0 0 0 0 0 0 0
368 9 0 0 0 0 0 0 0 0 0 0
369 4 0 0 0 0 0 0 0 0 0 0
370 4 0 0 0 0 0 0 0 0 0 0
371 6 0 0 0 0 0 0 0 0 0 0
372 5 0 0 0 0 0 0 0 0 0 0
373 4 0 0 0 0 0 0 0 0 0 0
374 4 0 0 0 0 0 0 0 0 0 0
375 1 0 0 0 0 0 0 0 0 0 0
376 5 0 0 0 0 0 0 0 0 0 0
377 4 0 0 0 0 0 0 0 0 0 0
378 8 0 0 0 0 0 0 0 0 0 0
379 6 0 0 0 0 0 0 0 0 0 0
380 2 0 0 0 0 0 0 0 0 0 0
381 3 0 0 0 0 0 0 0 0 0 0
382 6 0 0 0 0 0 0 0 0 0 0
383 8 0 0 0 0 0 0 0 0 0 0
384 10 0 0 0 0 0 0 0 0 0 0
385 4 0 0 0 0 0 0 0 0 0 0
386 6 0 0 0 0 0 0 0 0 0 0
387 5 0 0 0 0 0 0 0 0 0 0
388 5 0 0 0 0 0 0 0 0 0 0
389 7 0 0 0 0 0 0 0 0 0 0
390 5 0 0 0 0 0 0 0 0 0 0
391 6 0 0 0 0 0 0 0 0 0 0
392 6 0 0 0 0 0 0 0 0 0 0
393 0 0 0 0 0 0 0 0 0 0 0
394 8 0 0 0 0 0 0 0 0 0 0
395 6 0 0 0 0 0 0 0 0 0 0
396 3 0 0 0 0 0 0 0 0 0 0
397 5 0 0 0 0 0 0 0 0 0 0
398 2 0 0 0 0 0 0 0 0 0 0
399 5 0 0 0 0 0 0 0 0 0 0
400 7 0 0 0 0 0 0 0 0 0 0
401 2 0 0 0 0 0 0 0 0 0 0
402 2 0 0 0 0 0 0 0 0 0 0
403 7 0 0 0 0 0 0 0 0 0 0
404 1 0 0 0 0 0 0 0 0 0 0
405 4 0 0 0 0 0 0 0 0 0 0
406 1 0 0 0 0 0 0 0 0 0 0
407 3 0 0 0 0 0 0 0 0 0 0
408 11 0 0 0 0 0 0 0 0 0 0
409 2 0 0 0 0 0 0 0 0 0 0
410 4 0 0 0 0 0 0 0 0 0 0
411 5 0 0 0 0 0 0 0 0 0 0
412 4 0 0 0 0 0 0 0 0 0 0
413 5 0 0 0 0 0 0 0 0 0 0
414 5 0 0 0 0 0 0 0 0 0 0
415 7 0 0 0 0 0 0 0 0 0 0
416 4 0 0 0 0 0 0 0 0 0 0
417 12 0 0 0 0 0 0 0 0 0 0
418 4 0 0 0 0 0 0 0 0 0 0
419 2 0 0 0 0 0 0 0 0 0 0
420 8 0 0 0 0 0 0 0 0 0 0
421 9 0 0 0 0 0 0 0 0 0 0
422 1 0 0 0 0 0 0 0 0 0 0
423 4 0 0 0 0 0 0 0 0 0 0
424 5 0 0 0 0 0 0 0 0 0 0
425 5 0 0 0 0 0 0 0 0 0 0
426 3 0 0 0 0 0 0 0 0 0 0
427 6 0 0 0 0 0 0 0 0 0 0
428 3 0 0 0 0 0 0 0 0 0 0
429 6 0 0 0 0 0 0 0 0 0 0
430 6 0 0 0 0 0 0 0 0 0 0
431 0 0 0 0 0 0 0 0 0 0 0
432 9 0 0 0 0 0 0 0 0 0 0
433 3 0 0 0 0 0 0 0 0 0 0
434 0 0 0 0 0 0 0 0 0 0 0
435 5 0 0 0 0 0 0 0 0 0 0
436 3 0 0 0 0 0 0 0 0 0 0
437 2 0 0 0 0 0 0 0 0 0 0
438 5 0 0 0 0 0 0 0 0 0 0
439 0 0 0 0 0 0 0 0 0 0 0
440 5 0 0 0 0 0 0 0 0 0 0
441 1 0 0 0 0 0 0 0 0 0 0
442 3 0 0 0 0 0 0 0 0 0 0
443 3 0 0 0 0 0 0 0 0 0 0
444 9 0 0 0 0 0 0 0 0 0 0
445 6 0 0 0 0 0 0 0 0 0 0
446 1 0 0 0 0 0 0 0 0 0 0
447 5 0 0 0 0 0 0 0 0 0 0
448 8 0 0 0 0 0 0 0 0 0 0
449 1 0 0 0 0 0 0 0 0 0 0
450 6 0 0 0 0 0 0 0 0 0 0
451 6 0 0 0 0 0 0 0 0 0 0
452 6 0 0 0 0 0 0 0 0 0 0
453 10 0 0 0 0 0 0 0 0 0 0
454 0 0 0 0 0 0 0 0 0 0 0
455 4 0 0 0 0 0 0 0 0 0 0
456 2 0 0 0 0 0 0 0 0 0 0
457 4 0 0 0 0 0 0 0 0 0 0
458 6 0 0 0 0 0 0 0 0 0 0
459 2 0 0 0 0 0 0 0 0 0 0
460 1 0 0 0 0 0 0 0 0 0 0
461 7 0 0 0 0 0 0 0 0 0 0
462 5 0 0 0 0 0 0 0 0 0 0
463 2 0 0 0 0 0 0 0 0 0 0
464 5 0 0 0 0 0 0 0 0 0 0
465 3 0 0 0 0 0 0 0 0 0 0
466 9 0 0 0 0 0 0 0 0 0 0
467 7 0 0 0 0 0 0 0 0 0 0
468 1 0 0 0 0 0 0 0 0 0 0
469 7 0 0 0 0 0 0 0 0 0 0
470 2 0 0 0 0 0 0 0 0 0 0
471 5 0 0 0 0 0 0 0 0 0 0
472 6 0 0 0 0 0 0 0 0 0 0
473 3 0 0 0 0 0 0 0 0 0 0
474 5 0 0 0 0 0 0 0 0 0 0
475 2 0 0 0 0 0 0 0 0 0 0
476 3 0 0 0 0 0 0 0 0 0 0
477 8 0 0 0 0 0 0 0 0 0 0
478 8 0 0 0 0 0 0 0 0 0 0
479 1 0 0 0 0 0 0 0 0 0 0
480 4 0 0 0 0 0 0 0 0 0 0
481 7 0 0 0 0 0 0 0 0 0 0
482 4 0 0 0 0 0 0 0 0 0 0
483 5 0 0 0 0 0 0 0 0 0 0
484 4 0 0 0 0 0 0 0 0 0 0
485 2 0 0 0 0 0 0 0 0 0 0
486 1 0 0 0 0 0 0 0 0 0 0
487 6 0 0 0 0 0 0 0 0 0 0
488 6 0 0 0 0 0 0 0 0 0 0
489 1 0 0 0 0 0 0 0 0 0 0
490 5 0 0 0 0 0 0 0 0 0 0
491 4 0 0 0 0 0 0 0 0 0 0
492 6 0 0 0 0 0 0 0 0 0 0
493 8 0 0 0 0 0 0 0 0 0 0
494 6 0 0 0 0 0 0 0 0 0 0
495 14 0 0 0 0 0 0 0 0 0 0
496 4 0 0 0 0 0 0 0 0 0 0
497 5 0 0 0 0 0 0 0 0 0 0
498 6 0 0 0 0 0 0 0 0 0 0
499 8 0 0 0 0 0 0 0 0 0 0
500 2 0 0 0 0 0 0 0 0 0 0
501 2 0 0 0 0 0 0 0 0 0 0
502 2 0 0 0 0 0 0 0 0 0 0
503 1 0 0 0 0 0 0 0 0 0 0
504 2 0 0 0 0 0 0 0 0 0 0
505 8 0 0 0 0 0 0 0 0 0 0
506 8 0 0 0 0 0 0 0 0 0 0
507 5 0 0 0 0 0 0 0 0 0 0
508 6 0 0 0 0 0 0 0 0 0 0
509 7 0 0 0 0 0 0 0 0 0 0
510 4 0 0 0 0 0 0 0 0 0 0
511 3 0 0 0 0 0 0 0 0 0 0
512 6 0 0 0 0 0 0 0 0 0 0
513 8 0 0 0 0 0 0 0 0 0 0
514 3 0 0 0 0 0 0 0 0 0 0
515 8 0 0 0 0 0 0 0 0 0 0
516 4 0 0 0 0 0 0 0 0 0 0
517 6 0 0 0 0 0 0 0 0 0 0
518 1 0 0 0 0 0 0 0 0 0 0
519 0 0 0 0 0 0 0 0 0 0 0
520 5 0 0 0 0 0 0 0 0 0 0
521 6 0 0 0 0 0 0 0 0 0 0
522 4 0 0 0 0 0 0 0 0 0 0
523 3 0 0 0 0 0 0 0 0 0 0
524 6 0 0 0 0 0 0 0 0 0 0
525 8 0 0 0 0 0 0 0 0 0 0
526 4 0 0 0 0 0 0 0 0 0 0
527 7 0 0 0 0 0 0 0 0 0 0
528 3 0 0 0 0 0 0 0 0 0 0
529 4 0 0 0 0 0 0 0 0 0 0
530 3 0 0 0 0 0 0 0 0 0 0
531 4 0 0 0 0 0 0 0 0 0 0
532 2 0 0 0 0 0 0 0 0 0 0
533 2 0 0 0 0 0 0 0 0 0 0
534 4 0 0 0 0 0 0 0 0 0 0
535 5 0 0 0 0 0 0 0 0 0 0
536 1 0 0 0 0 0 0 0 0 0 0
537 4 0 0 0 0 0 0 0 0 0 0
538 3 0 0 0 0 0 0 0 0 0 0
539 3 0 0 0 0 0 0 0 0 0 0
540 4 0 0 0 0 0 0 0 0 0 0
541 1 0 0 0 0 0 0 0 0 0 0
542 1 0 0 0 0 0 0 0 0 0 0
543 3 0 0 0 0 0 0 0 0 0 0
544 6 0 0 0 0 0 0 0 0 0 0
545 2 0 0 0 0 0 0 0 0 0 0
546 4 0 0 0 0 0 0 0 0 0 0
547 2 0 0 0 0 0 0 0 0 0 0
548 6 0 0 0 0 0 0 0 0 0 0
549 2 0 0 0 0 0 0 0 0 0 0
550 2 0 0 0 0 0 0 0 0 0 0
551 2 0 0 0 0 0 0 0 0 0 0
552 8 0 0 0 0 0 0 0 0 0 0
553 3 0 0 0 0 0 0 0 0 0 0
554 1 0 0 0 0 0 0 0 0 0 0
555 4 0 0 0 0 0 0 0 0 0 0
556 4 0 0 0 0 0 0 0 0 0 0
557 2 0 0 0 0 0 0 0 0 0 0
558 4 0 0 0 0 0 0 0 0 0 0
559 5 0 0 0 0 0 0 0 0 0 0
560 11 0 0 0 0 0 0 0 0 0 0
561 7 0 0 0 0 0 0 0 0 0 0
562 2 0 0 0 0 0 0 0 0 0 0
563 9 0 0 0 0 0 0 0 0 0 0
564 4 0 0 0 0 0 0 0 0 0 0
565 6 0 0 0 0 0 0 0 0 0 0
566 2 0 0 0 0 0 0 0 0 0 0
567 2 0 0 0 0 0 0 0 0 0 0
568 6 0 0 0 0 0 0 0 0 0 0
569 1 0 0 0 0 0 0 0 0 0 0
570 4 0 0 0 0 0 0 0 0 0 0
571 6 0 0 0 0 0 0 0 0 0 0
572 2 0 0 0 0 0 0 0 0 0 0
573 4 0 0 0 0 0 0 0 0 0 0
574 8 0 0 0 0 0 0 0 0 0 0
575 0 0 0 0 0 0 0 0 0 0 0
576 3 0 0 0 0 0 0 0 0 0 0
577 2 0 0 0 0 0 0 0 0 0 0
578 3 0 0 0 0 0 0 0 0 0 0
