#rank	alpha_0_mean	alpha_0_conf	alpha_0.5_mean	alpha_0.5_conf	alpha_0.8_mean	alpha_0.8_conf	alpha_1_mean	alpha_1_conf	alpha_1.2_mean	alpha_1.2_conf	alpha_2_mean	alpha_2_conf
951	0.12	0.1955639594	0	0	1	0	1	0	1	0	NaN	NaN
952	0.1111111111	0.2177777778	0	0	1	0	1	0	NaN	NaN	NaN	NaN
953	0	0	0	0	0.875	0.245	1	0	1	0	NaN	NaN
954	0.1111111111	0.2177777778	0	0	0.875	0.245	NaN	NaN	1	0	NaN	NaN
955	0.2222222222	0.2880929205	0	0	0.8333333333	0.3266666667	1	0	1	0	NaN	NaN
956	0	0	0	0	1	0	1	0	1	0	NaN	NaN
957	0	0	0	0	1	0	1	0	1	0	NaN	NaN
958	0.1111111111	0.2177777778	0	0	0.8333333333	0.3266666667	1	0	1	0	NaN	NaN
959	0.3	0.2993949454	0	0	1	0	1	0	1	0	NaN	NaN
960	0.1	0.196	0	0	0.8	0.392	1	0	NaN	NaN	NaN	NaN
961	0.1111111111	0.2177777778	0	0	0.8571428571	0.28	1	0	1	0	NaN	NaN
962	0	0	0.125	0.245	1	0	1	0	1	0	NaN	NaN
963	0.1	0.196	0	0	0.8333333333	0.3266666667	1	0	1	0	NaN	NaN
964	0.1111111111	0.2177777778	0	0	1	0	1	0	NaN	NaN	NaN	NaN
965	0.1111111111	0.2177777778	0	0	0.8333333333	0.3266666667	1	0	1	0	NaN	NaN
966	0	0	0.125	0.245	0.8888888889	0.2177777778	1	0	NaN	NaN	NaN	NaN
967	0.2	0.2613333333	0.125	0.245	1	0	NaN	NaN	1	0	NaN	NaN
968	0.125	0.245	0	0	1	0	1	0	NaN	NaN	NaN	NaN
969	0	0	0.1428571429	0.28	0.75	0.49	1	0	NaN	NaN	NaN	NaN
970	0.2444444444	0.2831111111	0	0	0.75	0.49	1	0	1	0	NaN	NaN
971	0	0	0	0	0.8333333333	0.3266666667	1	0	NaN	NaN	NaN	NaN
972	0.1111111111	0.2177777778	0	0	0.75	0.49	1	0	1	0	NaN	NaN
973	0.1111111111	0.2177777778	0	0	0.8333333333	0.3266666667	1	0	1	0	NaN	NaN
974	0.2	0.2613333333	0	0	0.6	0.4800999896	1	0	1	0	NaN	NaN
975	0.1111111111	0.2177777778	0.2	0.392	1	0	1	0	1	0	NaN	NaN
976	0.2	0.2613333333	0	0	1	0	1	0	1	0	NaN	NaN
977	0.1111111111	0.2177777778	0	0	0.7142857143	0.3614784456	1	0	1	0	NaN	NaN
978	0	0	0	0	0.8	0.392	1	0	NaN	NaN	1	0
979	0.3	0.2993949454	0	0	1	0	1	0	1	0	NaN	NaN
980	0	0	0	0	0.8333333333	0.3266666667	1	0	NaN	NaN	NaN	NaN
981	0.2	0.2613333333	0	0	0.8333333333	0.3266666667	1	0	1	0	NaN	NaN
982	0	0	0	0	0.75	0.49	1	0	1	0	NaN	NaN
983	0	0	0.1111111111	0.2177777778	1	0	1	0	1	0	NaN	NaN
984	0.4444444444	0.3443369008	0	0	0.8333333333	0.3266666667	1	0	1	0	NaN	NaN
985	0.1111111111	0.2177777778	0	0	0.7142857143	0.3614784456	1	0	1	0	NaN	NaN
986	0.1333333333	0.216686153	0	0	0.8333333333	0.3266666667	1	0	1	0	NaN	NaN
987	0	0	0.125	0.245	1	0	1	0	1	0	NaN	NaN
988	0.1111111111	0.2177777778	0	0	0.75	0.49	0.6666666667	0.6533333333	1	0	NaN	NaN
989	0.3333333333	0.3266666667	0.125	0.245	0.75	0.49	1	0	1	0	NaN	NaN
990	0	0	0.1428571429	0.28	0.6666666667	0.4132042809	0.8	0.392	1	0	NaN	NaN
991	0.1	0.196	0.1111111111	0.2177777778	0.3333333333	0.6533333333	1	0	1	0	NaN	NaN
992	0.1	0.196	0.125	0.245	0.5714285714	0.3959797975	0.5	0.98	NaN	NaN	NaN	NaN
993	0.1	0.196	0	0	0.3333333333	0.6533333333	1	0	1	0	NaN	NaN
994	0.25	0.3207802986	0	0	0.6666666667	0.4132042809	1	0	NaN	NaN	NaN	NaN
995	0.125	0.245	0	0	0.5714285714	0.3959797975	1	0	1	0	NaN	NaN
996	0.3	0.2993949454	0.1428571429	0.28	0.4	0.4800999896	1	0	1	0	NaN	NaN
997	0	0	0.1428571429	0.28	0.75	0.49	1	0	1	0	NaN	NaN
998	0.1111111111	0.2177777778	0.3333333333	0.4132042809	0.5	0.4382693236	1	0	1	0	NaN	NaN
999	0	0	0.1428571429	0.28	0.5	0.5658032638	1	0	NaN	NaN	NaN	NaN
1000	0	0	0	0	0.75	0.49	1	0	1	0	NaN	NaN
