    512   514    14600,6654   607     4202,2954    14678,1497   322681  249,29%
    560   562    14600,6654   523     4202,2954    14678,1497   326791  249,29%
    608   610    14600,6650   505     4202,2954    14678,1497   328538  249,29%
    646   648    14671,8644   611     4202,2954    14678,1497   330402  249,29%
    670   672    14671,8645   620     4202,2954    14678,1497   331341  249,29%
    742   744    14671,8636   632     4202,2954    14678,1497   337244  249,29%
    766   768    14671,8616   633     4202,2954    14678,1497   340969  249,29%
   2802  2804    14643,8233   546     4202,2954    14678,1497   384748  249,29%
Elapsed time = 2451,44 sec. (1190586,75 ticks, tree = 236,85 MB, solutions = 2)
   2820  2822    14551,5377   481     4202,2954    14678,1497   388521  249,29%
   2844  2846    14551,5085   526     4202,2954    14678,1497   392440  249,29%
   2868  2870    14551,5232   488     4202,2954    14678,1497   394815  249,29%
   2916  2918    14551,0725   520     4202,2954    14678,1497   398931  249,29%
   2940  2942    14550,6487   491     4202,2954    14678,1497   401186  249,29%
   3012  3014    14550,4799   539     4202,2954    14678,1497   409701  249,29%
   3036  3038    14549,6876   431     4202,2954    14678,1497   412362  249,29%
   3084  3086    14549,4375   470     4202,2954    14678,1497   417384  249,29%
   3412  3414    14671,8564   619     4202,2954    14678,1497   448777  249,29%
   3834  3836    14593,0371   339     4202,2954    14678,1497   467055  249,29%
Elapsed time = 2697,39 sec. (1246854,35 ticks, tree = 236,85 MB, solutions = 2)
   4753  4755    14643,8223   541     4202,2954    14678,1497   479420  249,29%
   4760  4762    14592,9978   319     4202,2954    14678,1497   479865  249,29%
   4767  4769    14569,3305   408     4202,2954    14678,1497   481090  249,29%
   4791  4793    14550,6422   796     4202,2954    14678,1497   485881  249,29%
   4815  4817    14567,9945   400     4202,2954    14678,1497   491629  249,29%
   4834  4836    14578,2947   472     4202,2954    14678,1497   495623  249,29%
   4846  4848    14460,9751   614     4202,2954    14678,1497   497340  249,29%
   4918  4920    14475,2740  1397     4202,2954    14678,1497   523032  249,29%
   6090  6092    14682,6604   210     4202,2954    14678,1497   741870  249,29%
   6091  6093    14678,4179   217     4202,2954    14678,1497   741893  249,29%
Elapsed time = 3675,03 sec. (1625841,86 ticks, tree = 3029,63 MB, solutions = 2)
   6092  6093    14676,4633   198     4202,2954    14676,5008   747482  249,25%
   6093  6094    14672,6948   287     4202,2954    14676,5008   754842  249,25%
   6094  6095    14672,6943   283     4202,2954    14676,5008   754847  249,25%
   6095  6096    14676,4556   184     4202,2954    14676,4586   754878  249,25%
   6097  6096    14650,0963   200     4202,2954    14676,4586   757789  249,25%
   6098  6096    14648,1278   231     4202,2954    14676,4586   758258  249,25%
   6099  6097    14676,4288   233     4202,2954    14676,4524   758862  249,25%
   6101  6099    14648,1267   229     4202,2954    14676,4524   759150  249,25%
   6104  6100    14648,1297   204     4202,2954    14676,4524   771614  249,25%
   6106  6102    14676,4251   244     4202,2954    14676,4271   781393  249,25%
Elapsed time = 3810,39 sec. (1721122,99 ticks, tree = 3026,65 MB, solutions = 2)
   6108  6104    14648,1269   224     4202,2954    14676,4271   796202  249,25%
   6111  6105    14635,8153   239     4202,2954    14676,4271   826862  249,25%
   6114  6107    14635,8050   233     4202,2954    14676,4271   856011  249,25%
   6117  6109    14676,4075   269     4202,2954    14676,4241   879253  249,25%
   6125  6112    14636,2329   233     4202,2954    14676,4241   917572  249,25%
   6130  6113    14636,2333   229     4202,2954    14676,4241   940317  249,25%
   6135  6116    14676,3828   228     4202,2954    14676,4074   946327  249,25%
   6140  6119    14635,7616   218     4202,2954    14676,4074   952574  249,25%
   6154  6126    14540,0924  1174     4202,2954    14676,4074   986312  249,25%
   6206  6156    14675,1575   219     4202,2954    14676,3499  1000290  249,25%
Elapsed time = 4033,86 sec. (1828761,18 ticks, tree = 3003,76 MB, solutions = 2)
   6207  6157    14672,5282   219     4202,2954    14676,3499  1000350  249,25%
   6226  6167    14646,7420   238     4202,2954    14676,3499  1293949  249,25%
   6329  6222    14676,3306   268     4202,2954    14676,3447  1721924  249,25%
   6331  6223    14648,0507   269     4202,2954    14676,3447  1750317  249,25%
   6348  6233    14538,1935  1064     4202,2954    14676,3447  2118816  249,25%
   6372  6247    14538,1902  1062     4202,2954    14676,3447  2211496  249,25%
   6380  6251    14647,9463   224     4202,2954    14676,3447  2218294  249,25%
   6396  6262    14513,7994  1050     4202,2954    14676,3447  2225639  249,25%
   6404  6265    14647,6239   250     4202,2954    14676,3447  2235035  249,25%
   6408  6268    14615,1751   224     4202,2954    14676,3447  2235110  249,25%
Elapsed time = 4759,75 sec. (2155314,81 ticks, tree = 2958,99 MB, solutions = 2)
   6617  6386    14676,2925   267     4202,2954    14676,3447  2286198  249,25%
   6623  6390    14637,7113   278     4202,2954    14676,3447  2286334  249,25%
   6628  6394    14579,5910   237     4202,2954    14676,3447  2287516  249,25%
   6633  6396    14596,4561   370     4202,2954    14676,3447  2287828  249,25%
   6636  6397    14538,0152  1056     4202,2954    14676,3447  2287931  249,25%
   6653  6408    14580,8583   396     4202,2954    14676,3447  2298766  249,25%
   6654  6408    14623,5566   243     4202,2954    14676,3447  2304631  249,25%
   6660  6413    14537,7162  1064     4202,2954    14676,3447  2304800  249,25%
   6671  6417    14637,2267   276     4202,2954    14676,3447  2308979  249,25%
   6678  6420    14623,5117   201     4202,2954    14676,3447  2312066  249,25%
Elapsed time = 4972,62 sec. (2189063,06 ticks, tree = 2900,29 MB, solutions = 2)
   6684  6423    14537,6559  1084     4202,2954    14676,3447  2319310  249,25%
   6702  6432    14623,5088   187     4202,2954    14676,3447  2327821  249,25%
   6708  6436    14537,6149  1057     4202,2954    14676,3447  2331711  249,25%
   6905  6548    14580,8986   334     4202,2954    14676,3447  2359077  249,25%
   6967  6584    14671,9659   238     4202,2954    14676,3447  2369125  249,25%
   6971  6587    14635,6159   294     4202,2954    14676,3447  2373937  249,25%
   6993  6599    14645,8247   241     4202,2954    14676,3447  2386186  249,25%
   7001  6603    14633,2922   300     4202,2954    14676,3447  2526242  249,25%
   7246  6747    14644,5110   311     4202,2954    14676,3447  2689804  249,25%
   7261  6758    14580,8807   338     4202,2954    14676,3447  2705452  249,25%
Elapsed time = 5761,61 sec. (2457505,10 ticks, tree = 2902,68 MB, solutions = 2)
   7270  6766    14646,1174   301     4202,2954    14676,3447  2707652  249,25%
   7294  6781    14646,1162   291     4202,2954    14676,3447  2730460  249,25%
   7366  6820    14646,1157   294     4202,2954    14676,3447  2759078  249,25%
   7461  6878    14636,7510   400     4202,2954    14676,3447  2813293  249,25%
   7639  6979    14647,1603   260     4202,2954    14676,3447  2886562  249,25%
   7663  6992    14671,7921   209     4202,2954    14676,3447  2900302  249,25%
   7664  6992    14645,9681   371     4202,2954    14676,3447  2908340  249,25%
   7688  7001    14645,8739   356     4202,2954    14676,3447  2915276  249,25%
   7712  7017    14645,8738   329     4202,2954    14676,3447  2938083  249,25%
   7846  7090    14647,2520   266     4202,2954    14676,3447  3034481  249,25%
Elapsed time = 6474,27 sec. (2607963,61 ticks, tree = 3098,35 MB, solutions = 2)
   7890  7118    14635,6402   284     4202,2954    14676,3447  3085499  249,25%
   8126  7262    14600,2865   306     4202,2954    14676,3447  3115437  249,25%
   8127  7262    14581,2151   529     4202,2954    14676,3447  3118050  249,25%
   8128  7262    14632,4112   408     4202,2954    14676,3447  3118056  249,25%
   8176  7288    14630,5907   490     4202,2954    14676,3447  3167420  249,25%
   8228  7318    14588,7733   594     4202,2954    14676,3447  3212981  249,25%
   8272  7346    14632,3851   418     4202,2954    14676,3447  3229361  249,25%
   8286  7350    14671,7762   194     4202,2954    14676,3447  3240928  249,25%
   8293  7355    14635,6354   287     4202,2954    14676,3447  3241021  249,25%
   8344  7381    14586,0351   617     4202,2954    14676,3447  3283184  249,25%
Elapsed time = 7145,03 sec. (2735394,15 ticks, tree = 3325,90 MB, solutions = 2)
   8484  7460    14646,0549   320     4202,2954    14676,3447  3390899  249,25%
   8672  7565    14647,1000   299     4202,2954    14676,3447  3459877  249,25%
   8696  7578    14671,7750   200     4202,2954    14676,3447  3463341  249,25%
   8697  7579    14645,7438   333     4202,2954    14676,3447  3546039  249,25%
   8721  7597    14645,6927   374     4202,2954    14676,3447  3558024  249,25%
   9212  7870    14578,8379   552     4202,2954    14676,3447  3771677  249,25%
   9440  8008    14580,8231   374     4202,2954    14676,3447  4184279  249,25%
   9757  8197    14646,0348   338     4202,2954    14676,3447  4262844  249,25%
   9760  8199    14636,5668   295     4202,2954    14676,3447  4262851  249,25%
   9786  8212    14635,6181   329     4202,2954    14676,3447  4287098  249,25%
Elapsed time = 9472,29 sec. (3421497,84 ticks, tree = 4249,56 MB, solutions = 2)
  10478  8603    14674,3775   311     4202,2954    14676,3447  4606673  249,25%
  10526  8633    14674,3763   325     4202,2954    14676,3447  4623304  249,25%
  10529  8634    14640,9735   266     4202,2954    14676,3447  4632560  249,25%
  10589  8666    14580,7680   576     4202,2954    14676,3447  4674897  249,25%
  10625  8688    14636,2549   520     4202,2954    14676,3447  4706111  249,25%
  10670  8714    14663,6573   498     4202,2954    14676,3447  4733381  249,25%
  10742  8760    14674,0054   311     4202,2954    14676,3447  4740247  249,25%
  10766  8772    14674,0043   335     4202,2954    14676,3447  4746118  249,25%
  10790  8788    14672,1856   327     4202,2954    14676,3447  4754273  249,25%
  10814  8805    14672,1783   318     4202,2954    14676,3447  4773451  249,25%
Elapsed time = 10300,00 sec. (3557608,87 ticks, tree = 4612,74 MB, solutions = 2)
Nodefile size = 518,48 MB (241,54 MB after compression)
  10838  8820    14671,8739   342     4202,2954    14676,3447  4778642  249,25%
  10886  8849    14672,1699   328     4202,2954    14676,3447  4800801  249,25%
  10934  8878    14672,1578   333     4202,2954    14676,3447  4831383  249,25%
  10958  8895    14670,4097   367     4202,2954    14676,3447  4841961  249,25%
  11006  8927    14672,1564   342     4202,2954    14676,3447  4859802  249,25%
  11634  9273    14613,0192   225     4202,2954    14676,3447  5182239  249,25%
  12006  9498    14640,3797   363     4202,2954    14676,3447  5371498  249,25%
  12156  9587    14672,1564   334     4202,2954    14676,3447  5439603  249,25%
  12160  9589    14623,5238   394     4202,2954    14676,3447  5445760  249,25%
  12184  9603    14636,5159   439     4202,2954    14676,3447  5461622  249,25%
Elapsed time = 11233,89 sec. (3656559,31 ticks, tree = 5600,70 MB, solutions = 2)
Nodefile size = 1792,24 MB (840,74 MB after compression)
  12208  9614    14636,5128   412     4202,2954    14676,3447  5462775  249,25%
  12232  9630    14635,3772   433     4202,2954    14676,3447  5475123  249,25%
  12256  9646    14635,3764   469     4202,2954    14676,3447  5487523  249,25%
  12280  9657    14627,1396   376     4202,2954    14676,3447  5507018  249,25%
  12304  9671    14635,3759   461     4202,2954    14676,3447  5509453  249,25%
  12417  9740    14643,2067   282     4202,2954    14676,3447  5589401  249,25%
  12448  9763    14633,8964   498     4202,2954    14676,3447  5610380  249,25%
  12633  9864    14641,6246   308     4202,2954    14676,3447  5711266  249,25%
  12736  9916    14630,6078   368     4202,2954    14676,3447  5767813  249,25%
  12784  9944    14635,3613   411     4202,2954    14676,3447  5783653  249,25%
Elapsed time = 12233,16 sec. (3779946,68 ticks, tree = 5471,85 MB, solutions = 2)
Nodefile size = 1792,24 MB (840,74 MB after compression)
  12856  9987    14635,3619   418     4202,2954    14676,3447  5815721  249,25%
  12976 10049    14631,8217   334     4202,2954    14676,3447  5850700  249,25%
  13072 10105    14635,3250   381     4202,2954    14676,3447  5888118  249,25%
  13096 10119    14635,3229   379     4202,2954    14676,3447  5895446  249,25%
  13168 10167    14635,3195   385     4202,2954    14676,3447  5926732  249,25%
  13192 10182    14635,3147   400     4202,2954    14676,3447  5935893  249,25%
  13216 10198    14635,3144   383     4202,2954    14676,3447  5947767  249,25%
  13312 10257    14635,3066   400     4202,2954    14676,3447  5966624  249,25%
  15040 11263    14669,9198   339     4202,2954    14676,3447  6550424  249,25%
  15046 11266    14630,3984   210     4202,2954    14676,3447  6553717  249,25%
Elapsed time = 12872,78 sec. (3895432,71 ticks, tree = 7232,12 MB, solutions = 2)
Nodefile size = 3990,74 MB (1877,27 MB after compression)
  15070 11284    14634,8821   297     4202,2954    14676,3447  6556496  249,25%
  15094 11300    14634,8807   303     4202,2954    14676,3447  6564334  249,25%
  15129 11319    14576,3934   294     4202,2954    14676,3447  6591340  249,25%
  15153 11330    14576,3893   317     4202,2954    14676,3447  6607264  249,25%
  15177 11343    14574,4646   471     4202,2954    14676,3447  6625904  249,25%
  15225 11370    14576,3860   313     4202,2954    14676,3447  6648727  249,25%
  15243 11378    14631,6736   422     4202,2954    14676,3447  6658501  249,25%
  15259 11386    14645,8590   279     4202,2954    14676,3447  6676505  249,25%
  15278 11398    14641,0437   248     4202,2954    14676,3447  6700168  249,25%
  15283 11401    14645,8591   289     4202,2954    14676,3447  6704621  249,25%
Elapsed time = 13496,80 sec. (3976730,83 ticks, tree = 7181,38 MB, solutions = 2)
Nodefile size = 3990,74 MB (1877,27 MB after compression)
  15326 11423    14630,2922   525     4202,2954    14676,3447  6737994  249,25%
  15350 11436    14641,0423   263     4202,2954    14676,3447  6754635  249,25%
  15374 11452    14641,0420   234     4202,2954    14676,3447  6778457  249,25%
  15465 11497    14576,3669   315     4202,2954    14676,3447  6825104  249,25%
  15489 11510    14574,6845   460     4202,2954    14676,3447  6842889  249,25%
  15513 11523    14576,3647   296     4202,2954    14676,3447  6857391  249,25%
  15548 11547    14626,2592   277     4202,2954    14676,3447  6889050  249,25%
  15657 11621    14576,3625   315     4202,2954    14676,3447  6935390  249,25%
