#rank	load_0.25_mean	load_0.25_conf	load_0.5_mean	load_0.5_conf	load_1_mean	load_1_conf	load_1.5_mean	load_1.5_conf	load_2_mean	load_2_conf	load_4_mean	load_4_conf	load_8_mean	load_8_conf
275	1	0	1	0	1	0	1	0	0.8888888889	0.2177777778	0	0	0	0
276	1	0	1	0	1	0	1	0	0.8888888889	0.2177777778	0	0	0	0
277	1.3333333333	0.6533333333	1	0	1	0	0.8888888889	0.2177777778	0.8888888889	0.2177777778	0	0	0	0
278	1	0	1	0	1	0	0.875	0.245	0.8888888889	0.2177777778	0	0	0	0
279	NaN	NaN	1	0	1	0	1	0	0.8888888889	0.2177777778	0	0	0	0
280	1.25	0.49	1	0	1	0	1	0	0.8888888889	0.2177777778	0	0	0	0
281	1.5	0.98	1	0	1	0	1	0	0.8888888889	0.2177777778	0	0	0	0
282	NaN	NaN	1	0	1	0	0.875	0.245	0.7777777778	0.2880929205	0	0	0	0
283	1	0	1	0	1	0	1	0	0.8888888889	0.2177777778	0	0	0	0
284	1	0	1.25	0.49	1	0	1	0	0.8888888889	0.2177777778	0	0	0	0
285	1.5	0.98	1	0	1	0	1	0	0.9	0.196	0	0	0	0
286	1.6666666667	0.4132042809	1.125	0.245	1	0	0.9	0.196	0.9	0.196	0	0	0	0
287	1	0	1	0	1	0	1	0	0.9	0.196	0	0	0	0
288	1.6666666667	0.6533333333	1	0	1	0	1	0	0.8	0.2613333333	0	0	0	0
289	1	0	1	0	1	0	1	0	1	0	0	0	0	0
290	1.25	0.49	1.1666666667	0.3266666667	1	0	1	0	0.7777777778	0.2880929205	0	0	0	0
291	1	0	1	0	1	0	0.875	0.245	1	0	0	0	0	0
292	1	0	1.3333333333	0.6533333333	1	0	1	0	0.875	0.245	0	0	0	0
293	1.5	0.98	1.1666666667	0.3266666667	1	0	1	0	0.7777777778	0.2880929205	0	0	0	0
294	1	0	1	0	1	0	1	0	1	0	0	0	0	0
295	1.5	0.5658032638	1	0	1	0	1	0	0.875	0.245	0	0	0	0
296	1	0	1	0	1	0	1	0	1	0	0	0	0	0
297	1.3333333333	0.6533333333	1	0	1	0	1	0	0.8	0.2613333333	0	0	0	0
298	1.4	0.4800999896	1	0	1	0	1	0	0.8	0.2613333333	0	0	0	0
299	2	0	1	0	1	0	1	0	0.8888888889	0.2177777778	0	0	0	0
300	1	0	1.3333333333	0.6533333333	1	0	1	0	0.8888888889	0.2177777778	0	0	0	0
301	1	0	1	0	1	0	1	0	0.9	0.196	0	0	0	0
302	1.5	0.98	1	0	1	0	0.8888888889	0.2177777778	0.9	0.196	0	0	0	0
303	1	0	1	0	1	0	1	0	1	0	0	0	0	0
304	1.4	0.4800999896	1	0	1	0	0.8888888889	0.2177777778	1	0	0	0	0	0
305	1.75	0.49	1	0	1	0	0.8888888889	0.2177777778	1	0	0	0	0	0
306	1.5	0.98	1.2	0.392	1	0	0.9	0.196	1	0	0.1	0.196	0	0
307	1	0	1	0	1	0	1	0	0.9	0.196	0.2	0.2613333333	0	0
308	1	0	1	0	1	0	1	0	1	0	0.3	0.2993949454	0	0
309	1.3333333333	0.6533333333	1	0	1	0	1	0	0.8888888889	0.2177777778	0.5	0.3266666667	0	0
310	1.6	0.4800999896	1.1666666667	0.3266666667	1	0	1	0	1	0	0.5	0.3266666667	0	0
311	1.5	0.98	1	0	1	0	1	0	0.8	0.2613333333	0.6	0.3200666597	0	0
312	1.6666666667	0.6533333333	1	0	1	0	0.7777777778	0.2880929205	0.8888888889	0.2177777778	0.6	0.3200666597	0	0
313	1.3333333333	0.6533333333	1	0	1	0	0.9	0.196	0.8	0.2613333333	0.7	0.2993949454	0	0
314	1.5	0.98	1	0	1	0	0.8333333333	0.3266666667	1	0	0.8	0.2613333333	0	0
315	2	0	1	0	1	0	0.8571428571	0.28	0.875	0.245	1	0	0	0
316	1	0	1	0	1	0	0.875	0.245	0.875	0.245	1	0	0	0
317	NaN	NaN	1	0	1	0	0.875	0.245	1	0	1	0	0	0
318	1.6	0.4800999896	1	0	1	0	0.875	0.245	0.9	0.196	1	0	0	0
319	2	0	1	0	1	0	0.8888888889	0.2177777778	0.8888888889	0.2177777778	1	0	0	0
320	NaN	NaN	2	0	1	0	1	0	0.8888888889	0.2177777778	1	0	0	0
321	1.5	0.98	1	0	1	0	0.7777777778	0.2880929205	1	0	1	0	0	0
322	1.5	0.98	1.25	0.49	1	0	0.875	0.245	0.9	0.196	1	0	0	0
323	2	0	1	0	1	0	0.8888888889	0.2177777778	0.8888888889	0.2177777778	1	0	0	0
324	1.6666666667	0.6533333333	1	0	1.1666666667	0.3266666667	0.8888888889	0.2177777778	0.7777777778	0.2880929205	1	0	0	0
325	1.5	0.5658032638	1.1666666667	0.3266666667	1	0	1	0	0.8	0.2613333333	1	0	0	0
326	1	0	1	0	1	0	1	0	0.8888888889	0.2177777778	1	0	0	0
327	2	0	1	0	1	0	0.875	0.245	1	0	1	0	0	0
328	1	0	1	0	1	0	0.875	0.245	0.8888888889	0.2177777778	1	0	0	0
329	1	0	1	0	1	0	0.875	0.245	1	0	1	0	0.2	0.2613333333
330	1.3333333333	0.6533333333	1.2	0.392	1	0	0.875	0.245	1	0	1	0	0.4	0.3200666597
331	1.3333333333	0.4132042809	1.125	0.245	1	0	0.9	0.196	0.9	0.196	1	0	0.4	0.3200666597
332	1	0	1	0	1	0	1	0	1	0	1	0	0.9	0.196
333	1	0	1	0	1	0	0.8333333333	0.3266666667	1	0	1	0	1	0
334	1	0	1	0	1	0	0.8571428571	0.28	0.75	0.3207802986	1	0	1	0
335	NaN	NaN	1	0	1	0	0.8571428571	0.28	0.7777777778	0.2880929205	1	0	1	0
336	1	0	1.25	0.49	1	0	0.8571428571	0.28	0.875	0.245	1	0	1	0
337	1.25	0.49	1	0	1	0	0.8571428571	0.28	0.8	0.2613333333	1	0	1	0
338	1	0	1	0	1	0	0.8571428571	0.28	0.8571428571	0.28	1	0	1	0
339	1.5	0.98	1	0	1	0	0.875	0.245	0.8888888889	0.2177777778	1	0	1	0
340	1.3333333333	0.6533333333	1	0	1	0	0.75	0.3207802986	0.8888888889	0.2177777778	1	0	1	0
341	1.5	0.98	1	0	1.1666666667	0.3266666667	0.75	0.3207802986	1	0	1	0	1	0
342	NaN	NaN	1	0	1	0	0.8333333333	0.3266666667	0.8888888889	0.2177777778	1	0	1	0
343	1.6666666667	0.6533333333	1	0	1	0	0.8	0.2613333333	0.6	0.3200666597	1	0	1	0
344	2	0	1	0	1	0	0.8571428571	0.28	1	0	1	0	1	0
345	1.5	0.5658032638	1	0	1	0	0.6666666667	0.3266666667	0.7	0.2993949454	1	0	1	0
346	1	0	1	0	1	0	0.8888888889	0.2177777778	0.8888888889	0.2177777778	1	0	1	0
347	1.5	0.98	1.2	0.392	1	0	0.5	0.4382693236	1	0	1	0	1	0
348	2	0	1.5	0.98	1	0	0.5714285714	0.3959797975	1	0	1	0	1	0
349	NaN	NaN	1	0	1	0	0.5714285714	0.3959797975	0.8888888889	0.2177777778	1	0	1	0
350	1.5	0.98	1	0	1	0	0.6666666667	0.3266666667	1	0	1	0	1	0
351	1.6666666667	0.6533333333	1	0	1	0	0.7142857143	0.3614784456	0.8888888889	0.2177777778	1	0	1	0
352	1.5	0.98	1	0	1	0	0.75	0.3207802986	1	0	1	0	1	0
353	1	0	1	0	1	0	0.75	0.3207802986	0.625	0.3586432768	1	0	1	0
354	2	0	1	0	1	0	0.75	0.3207802986	0.7777777778	0.2880929205	1	0	1	0
355	2	0	1	0	1	0	0.5	0.4382693236	1	0	1	0	1	0
356	1.5	0.98	1	0	1	0	0.75	0.3207802986	1	0	1	0	1	0
357	1	0	1.25	0.49	1	0	0.5	0.3704051835	1	0	1	0	1	0
358	1.3333333333	0.6533333333	1	0	1	0	0.4	0.3200666597	0.9	0.196	1	0	1	0
359	2	0	1	0	1	0	0.2857142857	0.3614784456	0.875	0.245	1	0	1	0
360	1.5	0.5658032638	1	0	1	0	0.3333333333	0.3266666667	1	0	1	0	1	0
361	2	0	1.25	0.49	1	0	0.375	0.3586432768	1	0	1	0	1	0
362	1.5	0.98	1	0	1	0	0.2222222222	0.2880929205	1	0	1	0	1	0
363	1.3333333333	0.6533333333	1	0	1	0	0.1428571429	0.28	1	0	1	0	1	0
364	1.6666666667	0.6533333333	1	0	1	0	0.4285714286	0.3959797975	1	0	1	0	1	0
365	1	0	1.3333333333	0.6533333333	1	0	0.6	0.4800999896	1	0	1	0	1	0
366	NaN	NaN	1	0	1	0	0.25	0.3207802986	0.875	0.245	1	0	1	0
367	1.5	0.98	1	0	1	0	0.3333333333	0.3266666667	0.7777777778	0.2880929205	1	0	1	0
368	1.3333333333	0.6533333333	1	0	1	0	0.2222222222	0.2880929205	1	0	1	0	1	0
369	2	0	1	0	1	0	0.25	0.49	1	0	1	0	1	0
370	1.6666666667	0.6533333333	1	0	1	0	0.125	0.245	0.875	0.245	1	0	1	0
371	1.5	0.98	1	0	1	0	0	0	1	0	1	0	1	0
372	1	0	1	0	1	0	0.3333333333	0.3266666667	0.8888888889	0.2177777778	1	0	1	0
373	1.25	0.49	1	0	1	0	0.4444444444	0.3443369008	0.7777777778	0.2880929205	1	0	1	0
374	1	0	1	0	1	0	0.6	0.4800999896	0.8571428571	0.28	1	0	1	0
375	1	0	1.2	0.392	1	0	0.625	0.3586432768	0.8888888889	0.2177777778	1	0	1	0
376	1	0	1	0	1	0	0.3333333333	0.4132042809	0.75	0.3207802986	1	0	1	0
377	1.5	0.98	1	0	1	0	0.625	0.3586432768	0.7777777778	0.2880929205	1	0	1	0
378	1	0	1	0	1	0	0.625	0.3586432768	0.8888888889	0.2177777778	1	0	1	0
379	2	0	1	0	1	0	0.625	0.3586432768	0.875	0.245	1	0	1	0
380	1.5	0.98	1	0	1	0	0.3333333333	0.3266666667	1	0	1	0	1	0
381	1	0	1	0	1	0	0.4444444444	0.3443369008	1	0	1	0	1	0
382	1	0	1	0	1	0	0.4285714286	0.3959797975	1	0	1	0	1	0
383	1	0	1	0	1	0	0.3333333333	0.3266666667	0.8888888889	0.2177777778	1	0	1	0
384	2	0	1	0	1	0	0.2857142857	0.3614784456	0.875	0.245	1	0	1	0
385	NaN	NaN	1	0	1	0	0.4444444444	0.3443369008	0.7777777778	0.2880929205	1	0	1	0
386	1.5	0.5658032638	1.2	0.392	1	0	0.7142857143	0.3614784456	0.7142857143	0.3614784456	1	0	1	0
387	2	0	1	0	1	0	0.8333333333	0.3266666667	1	0	1	0	1	0
388	2	0	1	0	1	0	0.6666666667	0.3266666667	0.8888888889	0.2177777778	1	0	1	0
389	2	0	1	0	1	0	0.4444444444	0.3443369008	0.7777777778	0.2880929205	1	0	1	0
390	1.5	0.98	1.3333333333	0.6533333333	1	0	0.3333333333	0.4132042809	0.8333333333	0.3266666667	1	0	1	0
391	2	0	1.25	0.49	1	0	0.2222222222	0.2880929205	0.8888888889	0.2177777778	1	0	1	0
392	1	0	1	0	1	0	0.4285714286	0.3959797975	0.8888888889	0.2177777778	1	0	1	0
393	1	0	1.3333333333	0.6533333333	1	0	0.2857142857	0.3614784456	1	0	1	0	1	0
394	1	0	1	0	1	0	0.3333333333	0.4132042809	1	0	1	0	1	0
395	2	0	1.1666666667	0.3266666667	1	0	0.3333333333	0.3266666667	0.8888888889	0.2177777778	1	0	1	0
396	1.5	0.5658032638	1.2	0.392	1	0	0.3333333333	0.3266666667	0.9	0.196	1	0	1	0
397	1	0	1.3333333333	0.6533333333	1	0	0.3333333333	0.3266666667	0.8888888889	0.2177777778	1	0	1	0
398	2	0	1	0	1	0	0.5555555556	0.3443369008	0.9	0.196	1	0	1	0
399	1.5	0.5658032638	1.2	0.392	1	0	0.4444444444	0.3443369008	0.8888888889	0.2177777778	1	0	1	0
400	1.5	0.98	1.2	0.392	1	0	0.5714285714	0.3959797975	1	0	1	0	1	0
401	1	0	1.1666666667	0.3266666667	1	0	0.4444444444	0.3443369008	0.7777777778	0.2880929205	1	0	1	0
402	2	0	1	0	1	0	0.6666666667	0.3266666667	0.8888888889	0.2177777778	1	0	1	0
403	1.25	0.49	1	0	1	0	0.4444444444	0.3443369008	0.6666666667	0.3266666667	1	0	1	0
404	1	0	1	0	1	0	0.5	0.3704051835	0.9	0.196	1	0	1	0
405	NaN	NaN	1.25	0.49	1	0	0.4444444444	0.3443369008	1	0	1	0	1	0
406	1.3333333333	0.6533333333	1.3333333333	0.6533333333	1	0	0.6666666667	0.4132042809	1	0	1	0	1	0
407	1	0	1.2	0.392	1	0	0.5555555556	0.3443369008	0.8888888889	0.2177777778	1	0	1	0
408	1	0	1	0	1	0	0.5714285714	0.3959797975	0.8888888889	0.2177777778	1	0	1	0
409	1	0	1.25	0.49	1	0	0.5	0.3704051835	1	0	1	0	1	0
410	1.25	0.49	1.25	0.49	1	0	0.625	0.3586432768	0.7777777778	0.2880929205	1	0	1	0
411	1	0	1.5	0.5658032638	1	0	0.75	0.3207802986	0.8888888889	0.2177777778	1	0	1	0
412	1.3333333333	0.6533333333	1.1666666667	0.3266666667	1	0	0.8888888889	0.2177777778	0.7777777778	0.2880929205	1	0	1	0
413	1	0	1.6666666667	0.6533333333	1	0	0.7142857143	0.3614784456	0.875	0.245	1	0	1	0
414	1	0	1.2	0.392	1	0	0.625	0.3586432768	0.875	0.245	1	0	1	0
415	1	0	1.3333333333	0.6533333333	1	0	0.7142857143	0.3614784456	0.8571428571	0.28	1	0	1	0
416	1	0	1.3333333333	0.6533333333	1	0	0.7142857143	0.3614784456	1	0	1	0	1	0
417	1.5	0.98	1.3333333333	0.4132042809	1	0	0.7142857143	0.3614784456	0.8571428571	0.28	1	0	1	0
418	2	0	1.5	0.98	1	0	0.8571428571	0.28	0.8888888889	0.2177777778	1	0	1	0
419	1	0	1	0	1	0	0.875	0.245	0.875	0.245	1	0	1	0
420	1	0	1.2	0.392	1	0	0.7777777778	0.2880929205	0.9	0.196	1	0	1	0
421	1.5	0.5658032638	1	0	1	0	1	0	0.8888888889	0.2177777778	1	0	1	0
422	2	0	1	0	1	0	0.875	0.245	0.75	0.3207802986	1	0	1	0
423	1.5	0.98	1.5	0.98	1	0	0.8571428571	0.28	0.875	0.245	1	0	1	0
424	1	0	1.3333333333	0.6533333333	1.1666666667	0.3266666667	1	0	0.8571428571	0.28	1	0	1	0
425	NaN	NaN	1	0	1	0	1	0	1	0	1	0	1	0
426	2	0	1.3333333333	0.6533333333	1	0	1	0	1	0	1	0	1	0
427	1.6666666667	0.6533333333	1.3333333333	0.6533333333	1	0	1	0	0.625	0.3586432768	1	0	1	0
428	1.4	0.4800999896	1.3333333333	0.4132042809	1	0	1	0	1	0	1	0	1	0
429	1	0	1.25	0.49	1	0	0.8333333333	0.3266666667	0.8571428571	0.28	1	0	1	0
430	1.6666666667	0.6533333333	1.6666666667	0.6533333333	1	0	1	0	0.8571428571	0.28	1	0	1	0
431	1.3333333333	0.6533333333	1.25	0.49	1	0	0.8	0.392	0.875	0.245	1	0	1	0
432	1	0	1.2	0.392	1	0	1	0	0.8888888889	0.2177777778	1	0	1	0
433	2	0	1	0	1	0	0.8571428571	0.28	0.8571428571	0.28	1	0	1	0
434	2	0	1	0	1	0	1	0	1	0	1	0	1	0
435	1	0	1.3333333333	0.6533333333	1	0	0.8571428571	0.28	1	0	1	0	1	0
436	NaN	NaN	1.5	0.98	1	0	1	0	0.8333333333	0.3266666667	1	0	1	0
437	1.6666666667	0.6533333333	1.2	0.392	1	0	0.875	0.245	0.625	0.3586432768	1	0	1	0
438	1	0	1.25	0.49	1	0	0.8333333333	0.3266666667	1	0	1	0	1	0
439	1.5	0.98	1	0	1	0	0.8333333333	0.3266666667	1	0	1	0	1	0
440	1.3333333333	0.6533333333	1.3333333333	0.6533333333	1	0	0.8571428571	0.28	1	0	1	0	1	0
441	NaN	NaN	1	0	1	0	0.8333333333	0.3266666667	0.75	0.3207802986	1	0	1	0
442	1	0	1.4	0.4800999896	1	0	0.7142857143	0.3614784456	1	0	1	0	1	0
443	1	0	1	0	1	0	0.8571428571	0.28	0.875	0.245	1	0	1	0
444	1	0	1	0	1	0	0.5714285714	0.3959797975	1	0	1	0	1	0
445	NaN	NaN	2	0	1	0	1	0	1	0	1	0	1	0
446	NaN	NaN	NaN	NaN	1	0	0.8	0.392	0.8333333333	0.3266666667	1	0	1	0
447	1.3333333333	0.6533333333	1	0	1	0	0.875	0.245	1	0	1	0	1	0
448	1.3333333333	0.6533333333	1	0	1	0	0.7777777778	0.2880929205	0.8	0.2613333333	1	0	1	0
449	1.2	0.392	1	0	1	0	0.7142857143	0.3614784456	0.8571428571	0.28	1	0	1	0
450	1	0	1.2	0.392	1	0	0.8	0.2613333333	1	0	1	0	1	0
451	1	0	1	0	1	0	0.7777777778	0.2880929205	0.7777777778	0.2880929205	1	0	1	0
452	1	0	1.2	0.392	1	0	0.7777777778	0.2880929205	1	0	1	0	1	0
453	1	0	1	0	1	0	0.3333333333	0.4132042809	0.7777777778	0.2880929205	1	0	1	0
454	1	0	1	0	1	0	0.4285714286	0.3959797975	0.875	0.245	1	0	1	0
455	1	0	1	0	1	0	0.5555555556	0.3443369008	1	0	1	0	1	0
456	1	0	1.3333333333	0.6533333333	1	0	0.5	0.4382693236	0.7777777778	0.2880929205	1	0	1	0
457	1.2	0.392	1	0	1	0	0.2857142857	0.3614784456	1	0	1	0	1	0
458	NaN	NaN	1	0	1	0	0.3333333333	0.4132042809	0.8333333333	0.3266666667	1	0	1	0
459	NaN	NaN	1	0	1	0	0.375	0.3586432768	0.875	0.245	1	0	1	0
460	1	0	1.3333333333	0.6533333333	1	0	0.4285714286	0.3959797975	1	0	1	0	1	0
461	1	0	1	0	1	0	0.375	0.3586432768	1	0	1	0	1	0
462	1.5	0.98	1.25	0.49	1	0	0.4444444444	0.3443369008	1	0	1	0	1	0
463	1.5	0.98	1.3333333333	0.6533333333	1	0	0.5	0.4382693236	0.8571428571	0.28	1	0	1	0
464	1.5	0.98	1.2	0.392	1	0	0.4285714286	0.3959797975	0.8888888889	0.2177777778	1	0	1	0
465	1	0	1	0	1	0	0.4285714286	0.3959797975	1	0	1	0	1	0
466	1	0	1	0	1	0	0.25	0.3207802986	1	0	1	0	1	0
467	NaN	NaN	1.3333333333	0.6533333333	1	0	0.5	0.4382693236	0.875	0.245	1	0	1	0
468	1	0	1	0	1	0	0.5	0.3704051835	1	0	1	0	1	0
469	1	0	1.25	0.49	1	0	0.2222222222	0.2880929205	1	0	1	0	1	0
470	NaN	NaN	1	0	1	0	0.3333333333	0.3266666667	0.7777777778	0.2880929205	1	0	1	0
471	NaN	NaN	1	0	1	0	0.3333333333	0.4132042809	0.8333333333	0.3266666667	1	0	1	0
472	1.5	0.98	1	0	1	0	0.375	0.3586432768	0.9	0.196	1	0	1	0
473	1	0	1	0	1.1428571429	0.28	0.375	0.3586432768	1	0	1	0	1	0
474	1	0	1	0	1	0	0.5	0.4382693236	0.75	0.3207802986	1	0	1	0
475	1	0	1	0	1	0	0.4	0.4800999896	0.8571428571	0.28	1	0	1	0
476	1	0	1	0	1	0	0.2857142857	0.3614784456	0.875	0.245	1	0	1	0
477	1.2	0.392	1	0	1	0	0.2857142857	0.3614784456	1	0	1	0	1	0
478	1	0	1	0	1	0	0.4	0.3200666597	1	0	1	0	1	0
479	NaN	NaN	NaN	NaN	1	0	0.4	0.4800999896	1	0	1	0	1	0
480	NaN	NaN	2	0	1	0	0.2	0.392	1	0	1	0	1	0
481	1	0	1	0	1	0	0.4	0.4800999896	1	0	1	0	1	0
482	1	0	1.2	0.392	1	0	0.2222222222	0.2880929205	1	0	1	0	1	0
483	1	0	1	0	1	0	0.4285714286	0.3959797975	0.8571428571	0.28	1	0	1	0
484	1	0	1.2	0.392	1	0	0.4285714286	0.3959797975	0.8888888889	0.2177777778	1	0	1	0
485	NaN	NaN	1	0	1	0	0.4285714286	0.3959797975	0.875	0.245	1	0	1	0
486	1	0	1	0	1	0	0.4444444444	0.3443369008	0.9	0.196	1	0	1	0
487	1.3333333333	0.6533333333	1	0	1	0	0.375	0.3586432768	0.9	0.196	1	0	1	0
488	NaN	NaN	2	0	1	0	0.3333333333	0.4132042809	1	0	1	0	1	0
489	1.25	0.49	1.1666666667	0.3266666667	1	0	0.1428571429	0.28	1	0	1	0	1	0
490	1.5	0.98	1.2	0.392	1	0	0.25	0.3207802986	0.875	0.245	1	0	1	0
491	2	0	1.1666666667	0.3266666667	1	0	0.5	0.3704051835	1	0	1	0	1	0
492	2	0	1	0	1	0	0	0	0.75	0.49	1	0	0.8	0.2613333333
493	1.3333333333	0.6533333333	1	0	1	0	0.2222222222	0.2880929205	1	0	1	0	0.8	0.2613333333
494	1	0	1	0	1	0	0.6666666667	0.4132042809	1	0	1	0	0.7	0.2993949454
495	1	0	1	0	1	0	0.5	0.4382693236	0.875	0.245	1	0	0.6	0.3200666597
496	1	0	1	0	1	0	0.5	0.4382693236	0.8571428571	0.28	1	0	0.6	0.3200666597
497	NaN	NaN	1	0	1	0	0.4285714286	0.3959797975	1	0	1	0	0.1	0.196
498	1.5	0.98	1	0	1	0	0.5714285714	0.3959797975	0.875	0.245	1	0	0	0
499	NaN	NaN	1	0	1	0	0.3333333333	0.4132042809	1	0	1	0	0	0
500	1.3333333333	0.6533333333	1	0	1	0	0.2857142857	0.3614784456	0.875	0.245	1	0	0	0
501	1.5	0.98	1	0	1	0	0.4	0.4800999896	1	0	1	0	0	0
502	1	0	1	0	1	0	0.5	0.4382693236	0.8571428571	0.28	1	0	0	0
503	1	0	1.3333333333	0.6533333333	1	0	0.6666666667	0.4132042809	1	0	1	0	0	0
504	1	0	1	0	1	0	0.5714285714	0.3959797975	0.8571428571	0.28	1	0	0	0
505	1.5	0.98	1.5	0.98	1	0	0.5	0.4382693236	0.8571428571	0.28	1	0	0	0
506	1.3333333333	0.6533333333	1	0	1	0	0.5	0.4382693236	1	0	1	0	0	0
507	NaN	NaN	1	0	1	0	0.5	0.5658032638	1	0	1	0	0	0
508	1	0	1	0	1	0	0.5555555556	0.3443369008	0.7777777778	0.2880929205	1	0	0	0
509	1.25	0.49	1	0	1	0	0.5	0.4382693236	0.6666666667	0.3266666667	1	0	0	0
510	1	0	1	0	1	0	0.5714285714	0.3959797975	0.875	0.245	1	0	0	0
511	2	0	1	0	1	0	0.5	0.3704051835	1	0	1	0	0	0
512	1	0	1	0	1	0	0.75	0.49	0.75	0.3207802986	1	0	0	0
513	1	0	1	0	1	0	0.75	0.49	0.6	0.4800999896	1	0	0.1	0.196
514	1	0	1	0	1	0	0.4	0.4800999896	0.8	0.392	1	0	0.1	0.196
515	1	0	1	0	1	0	0.5	0.5658032638	0.8333333333	0.3266666667	1	0	0.1	0.196
516	1	0	1	0	1	0	0.875	0.245	0.8888888889	0.2177777778	1	0	0.0125	0.0245
517	1.5	0.98	1	0	1	0	0.5555555556	0.3443369008	0.8888888889	0.2177777778	1	0	0.1	0.196
518	1.5	0.98	1	0	1	0	0.5714285714	0.3959797975	0.8571428571	0.28	1	0	0.5	0.2962098182
519	2	0	1.5	0.98	1	0	0.8333333333	0.3266666667	0.875	0.245	1	0	0.6	0.3200666597
520	1	0	1.3333333333	0.6533333333	1	0	0.75	0.49	1	0	1	0	0.4	0.3200666597
521	1	0	1	0	1	0	0.5714285714	0.3959797975	0.875	0.245	1	0	0.4	0.3200666597
522	NaN	NaN	1	0	1	0	0.5714285714	0.3959797975	0.7142857143	0.3614784456	1	0	0.46	0.3094897306
523	1.5	0.98	1	0	1	0	0.4	0.4800999896	0.6666666667	0.4132042809	1	0	0.5555555556	0.3443369008
524	2	0	1.5	0.98	1	0	0.5714285714	0.3959797975	0.8571428571	0.28	1	0	0.6	0.3200666597
525	1	0	1	0	1	0	0.4285714286	0.3959797975	0.7777777778	0.2880929205	1	0	0.4	0.3200666597
526	1.5	0.5658032638	1	0	1	0	0.5714285714	0.3959797975	0.8367347143	0.2761642033	1	0	0.4	0.3200666597
527	2	0	1	0	1	0	1	0	0.8	0.392	1	0	0.375	0.3586432768
528	1	0	1	0	1	0	0.5555555556	0.3443369008	0.8888888889	0.2177777778	1	0	0.1	0.196
529	1	0	1	0	1	0	0.7142857143	0.3614784456	0.5714285714	0.3959797975	1	0	0.1	0.196
530	2	0	1	0	1	0	0.6	0.4800999896	0.7142857143	0.3614784456	1	0	0	0
531	2	0	1	0	1	0	0.8571428571	0.28	0.875	0.245	1	0	0	0
532	1	0	1	0	1	0	0.8	0.392	0.7142857143	0.3614784456	1	0	0	0
533	NaN	NaN	1	0	1	0	0.8571428571	0.28	0.8571428571	0.28	1	0	0.2	0.2613333333
534	NaN	NaN	1	0	1	0	1	0	1	0	1	0	0.2	0.2613333333
535	1	0	1	0	1	0	0.8333333333	0.3266666667	0.6666666667	0.4132042809	1	0	0.1111111111	0.2177777778
536	1	0	1	0	1	0	0.8333333333	0.3266666667	0.875	0.245	1	0	0.1	0.196
537	1.5	0.5658032638	1	0	1	0	0.75	0.3207802986	0.6666666667	0.3266666667	1	0	0.1	0.196
538	NaN	NaN	1	0	1	0	0.75	0.3207802986	0.75	0.3207802986	1	0	0	0
539	1	0	1	0	1	0	0.8571428571	0.28	0.875	0.245	1	0	0	0
540	1	0	1	0	1	0	0.7142857143	0.3614784456	0.8571428571	0.28	1	0	0	0
541	1	0	1.25	0.49	1	0	0.75	0.49	0.8	0.392	1	0	0	0
542	2	0	1	0	1	0	1	0	0.8571428571	0.28	1	0	0	0
543	2	0	1.25	0.49	1	0	1	0	0.875	0.245	1	0	0	0
544	1	0	1	0	1	0	1	0	1	0	1	0	0	0
545	NaN	NaN	NaN	NaN	1	0	0.8333333333	0.3266666667	0.875	0.245	1	0	0	0
546	NaN	NaN	1	0	1	0	1	0	0.8	0.392	1	0	0	0
547	2	0	1	0	1	0	0.8571428571	0.28	1	0	1	0	0	0
548	1	0	1.3333333333	0.6533333333	1	0	0.875	0.245	0.625	0.3586432768	1	0	0	0
549	1	0	1.2	0.392	1	0	0.875	0.245	1	0	1	0	0	0
550	1.3333333333	0.6533333333	1	0	1	0	0.8571428571	0.28	0.875	0.245	1	0	0	0
551	1	0	1	0	1	0	1	0	0.8571428571	0.28	1	0	0	0
552	1.3333333333	0.6533333333	1.3333333333	0.6533333333	1	0	0.8	0.392	0.75	0.3207802986	1	0	0	0
553	1.5	0.5658032638	1	0	1	0	0.8571428571	0.28	0.875	0.245	1	0	0	0
554	1	0	1	0	1	0	1	0	0.6666666667	0.4132042809	1	0	0	0
555	2	0	1	0	1	0	0.6666666667	0.4132042809	0.8571428571	0.28	1	0	0	0
556	1.5	0.98	1.25	0.49	1	0	0.8571428571	0.28	0.5714285714	0.3959797975	1	0	0	0
557	1	0	1	0	1	0	0.8571428571	0.28	0.7142857143	0.3614784456	0.96	0.0784	0	0
558	1.5	0.5658032638	1.25	0.49	1	0	0.7777777778	0.2880929205	0.7777777778	0.2880929205	0.9	0.196	0	0
559	1	0	1	0	1	0	1	0	0.6666666667	0.6533333333	1	0	0	0
560	2	0	1	0	1	0	0.875	0.245	0.8888888889	0.2177777778	0.9	0.196	0	0
561	1	0	1.3333333333	0.6533333333	1	0	0.7142857143	0.3614784456	0.7142857143	0.3614784456	0.8888888889	0.2177777778	0	0
562	1.6666666667	0.6533333333	1.2	0.392	1	0	0.8571428571	0.28	0.625	0.3586432768	0.9	0.196	0	0
563	1	0	1	0	1	0	0.8	0.392	0.8571428571	0.28	0.9	0.196	0	0
564	2	0	1	0	1	0	1	0	0.8571428571	0.28	0.8888888889	0.2177777778	0	0
565	NaN	NaN	NaN	NaN	1	0	1	0	0.9	0.196	0.9	0.196	0	0
566	1	0	1	0	1	0	1	0	0.6666666667	0.4132042809	0.9	0.196	0	0
