#rank	load_0.25_mean	load_0.25_conf	load_0.5_mean	load_0.5_conf	load_1_mean	load_1_conf	load_1.5_mean	load_1.5_conf	load_2_mean	load_2_conf	load_4_mean	load_4_conf	load_8_mean	load_8_conf
849	1	0	1	0	1	0	0.5	0.4382693236	0.5	0.4382693236	0	0	0	0
850	1.6666666667	0.6533333333	1	0	1	0	0.5	0.4382693236	0.2857142857	0.3614784456	0	0	0	0
851	1	0	1	0	1	0	0.4	0.4800999896	0.3333333333	0.4132042809	0	0	0	0
852	1.5	0.98	1	0	1	0	0.2	0.392	0	0	0	0	0	0
853	1.5	0.98	1	0	1	0	0.4285714286	0.3959797975	0.2222222222	0.2880929205	0	0	0	0
854	1.25	0.49	1.2	0.392	1	0	0.3333333333	0.4132042809	0	0	0	0	0	0
855	1	0	1	0	0.875	0.245	0.375	0.3586432768	0.25	0.3207802986	0	0	0	0
856	1	0	1	0	0.5	0.98	0.5	0.98	0	0	0	0	0	0
857	NaN	NaN	NaN	NaN	0	0	0.5	0.5658032638	0.2	0.392	0	0	0	0
858	1	0	1.5	0.98	0.5	0.98	0.25	0.49	0.2	0.392	0	0	0	0
859	1	0	1	0	1	0	0.75	0.49	0.2	0.392	0	0	0	0
860	1	0	1	0	1	0	0.6	0.4800999896	0.1666666667	0.3266666667	0	0	0	0
861	1.6666666667	0.6533333333	1.3333333333	0.6533333333	1	0	0.3333333333	0.4132042809	0.1428571429	0.28	0	0	0	0
862	1	0	1	0	1	0	0.2	0.392	0.2857142857	0.3614784456	0	0	0	0
863	1	0	1	0	1	0	0.2	0.392	0	0	0	0	0	0
864	NaN	NaN	1	0	1	0	0.5	0.4382693236	0.1666666667	0.3266666667	0	0	0	0
865	2	0	1	0	1	0	0	0	0.4	0.4800999896	0	0	0	0
866	1.25	0.49	1	0	1	0	0.2857142857	0.3614784456	0.375	0.3586432768	0	0	0	0
867	2	0	1	0	1	0	0	0	0.1666666667	0.3266666667	0	0	0	0
868	NaN	NaN	1	0	1	0	0.5	0.5658032638	0	0	0	0	0	0
869	1	0	1	0	1	0	0.3333333333	0.4132042809	0.1428571429	0.28	0	0	0	0
870	2	0	1.3333333333	0.6533333333	1	0	0.25	0.3207802986	0.25	0.3207802986	0	0	0	0
871	NaN	NaN	1	0	1	0	0.1428571429	0.28	0.25	0.3207802986	0	0	0	0
872	1	0	1	0	1	0	0	0	0.1428571429	0.28	0	0	0	0
873	2	0	1	0	1	0	0.2	0.392	0.3333333333	0.4132042809	0	0	0	0
874	1	0	1	0	1	0	0	0	0	0	0	0	0	0
875	NaN	NaN	1	0	1	0	0.1666666667	0.3266666667	0.1428571429	0.28	0	0	0	0
876	NaN	NaN	1	0	1	0	0.25	0.49	0.2	0.392	0	0	0	0
877	1	0	1	0	1	0	0.3333333333	0.4132042809	0	0	0	0	0	0
878	NaN	NaN	1	0	1.25	0.49	0.25	0.49	0.25	0.49	0	0	0	0
879	1	0	1	0	1	0	0.4	0.4800999896	0.2857142857	0.3614784456	0	0	0	0
880	NaN	NaN	1	0	1	0	0.2	0.392	0	0	0	0	0	0
881	1	0	1	0	1	0	0	0	0.4	0.4800999896	0	0	0	0
882	1	0	1	0	1	0	0.1666666667	0.3266666667	0.1111111111	0.2177777778	0	0	0	0
883	1.75	0.49	1.1666666667	0.3266666667	1	0	0	0	0	0	0	0	0	0
884	2	0	1	0	1	0	0	0	0.125	0.245	0	0	0	0
885	1	0	1	0	1	0	0	0	0	0	0	0	0	0
886	1	0	1	0	1	0	0.1666666667	0.3266666667	0.1666666667	0.3266666667	0	0	0	0
887	1	0	1	0	1	0	0.2	0.392	0	0	0	0	0	0
888	NaN	NaN	1	0	1	0	0.1428571429	0.28	0	0	0	0	0	0
889	NaN	NaN	1	0	1	0	0.25	0.49	0.3333333333	0.4132042809	0	0	0	0
890	NaN	NaN	1	0	1	0	1	0	0	0	0	0	0	0
891	1	0	1	0	1	0	0	0	0	0	0	0	0	0
892	NaN	NaN	1	0	1	0	0.25	0.49	0.5	0.5658032638	0	0	0	0
893	NaN	NaN	1	0	1	0	0.5	0.5658032638	0.4	0.4800999896	0	0	0	0
894	NaN	NaN	1	0	1	0	0.1666666667	0.3266666667	0.2857142857	0.3614784456	0	0	0	0
895	1	0	1	0	1	0	0.4	0.4800999896	0	0	0	0	0	0
896	2	0	1	0	1	0	0	0	0	0	0	0	0	0
897	2	0	1	0	1	0	0.4	0.4800999896	0	0	0	0	0	0
898	1	0	1	0	1	0	0.5	0.98	0	0	0	0	0	0
899	1	0	1	0	1	0	0.5	0.5658032638	0.4	0.4800999896	0	0	0	0
900	2	0	1	0	1	0	0.2	0.392	0	0	0	0	0	0
901	1	0	1	0	1	0	0.3333333333	0.4132042809	0	0	0	0	0	0
902	1.5	0.98	1	0	1	0	0	0	0.2	0.392	0	0	0	0
903	NaN	NaN	1	0	1	0	0.4	0.4800999896	0.2	0.392	0	0	0	0
904	NaN	NaN	1	0	1	0	0.1666666667	0.3266666667	0.1666666667	0.3266666667	0	0	0	0
905	1	0	1	0	1	0	0.3333333333	0.4132042809	0.3333333333	0.4132042809	0	0	0	0
906	NaN	NaN	1	0	1	0	0	0	0	0	0	0	0	0
907	1	0	1	0	1	0	0	0	0	0	0	0	0	0
908	1	0	1	0	1	0	0	0	0	0	0	0	0	0
909	1.5	0.98	1	0	1	0	0.2	0.392	0.1666666667	0.3266666667	0	0	0	0
910	2	0	2	0	1	0	0.5	0.98	0.2	0.392	0	0	0	0
911	NaN	NaN	1	0	1	0	0.2	0.392	0.2857142857	0.3614784456	0	0	0	0
912	1	0	1	0	0.8	0.392	0.2	0.392	0.3333333333	0.4132042809	0	0	0	0
913	NaN	NaN	NaN	NaN	1	0	0.5	0.5658032638	0.5	0.5658032638	0	0	0	0
914	1	0	1	0	0.6666666667	0.6533333333	0.1666666667	0.3266666667	0.2857142857	0.3614784456	0	0	0	0
915	1	0	1	0	0.6666666667	0.6533333333	0	0	0.4	0.4800999896	0	0	0	0
916	1.5	0.98	1	0	0.75	0.49	0.2	0.392	0.1666666667	0.3266666667	0	0	0	0
917	1	0	1	0	0.75	0.49	0.25	0.49	0.2	0.392	0	0	0	0
918	1	0	1	0	0.8	0.392	0.2857142857	0.3614784456	0.125	0.245	0	0	0	0
919	2	0	1	0	1	0	0.4	0.4800999896	0.2	0.392	0	0	0	0
920	1	0	1	0	0.6666666667	0.6533333333	0.3333333333	0.6533333333	0.4	0.4800999896	0	0	0	0
921	1	0	1	0	1	0	0.2857142857	0.3614784456	0.2857142857	0.3614784456	0	0	0	0
922	NaN	NaN	1	0	0.75	0.49	0.5	0.5658032638	0.25	0.49	0	0	0	0
923	1	0	1	0	0.5	0.98	0.5	0.98	0.25	0.49	0	0	0	0
924	NaN	NaN	1	0	1	0	0.3333333333	0.6533333333	0.25	0.49	0	0	0	0
925	NaN	NaN	2	0	0.6666666667	0.6533333333	0.1666666667	0.3266666667	0.1666666667	0.3266666667	0	0	0	0
926	1	0	1	0	0.8333333333	0.3266666667	0.3333333333	0.4132042809	0.1666666667	0.3266666667	0	0	0	0
927	NaN	NaN	NaN	NaN	1	0	0	0	0.25	0.49	0	0	0	0
928	NaN	NaN	1	0	1	0	0.25	0.49	0	0	0	0	0	0
929	1	0	1	0	1	0	0.3333333333	0.6533333333	0.1666666667	0.3266666667	0	0	0	0
930	1	0	1	0	0.8	0.392	0	0	0.3333333333	0.4132042809	0	0	0	0
931	1.5	0.98	1	0	1	0	0.3333333333	0.6533333333	0.4	0.4800999896	0	0	0	0
932	NaN	NaN	NaN	NaN	1	0	0.2	0.392	0.2	0.392	0	0	0	0
933	1	0	1	0	1	0	0.25	0.49	0	0	0	0	0	0
934	NaN	NaN	NaN	NaN	1	0	0.2	0.392	0.2	0.392	0	0	0	0
935	1.5	0.98	1	0	1	0	0.2857142857	0.3614784456	0.1428571429	0.28	0	0	0	0
936	1	0	1.3333333333	0.6533333333	1	0	0.1666666667	0.3266666667	0	0	0	0	0	0
937	NaN	NaN	1	0	1	0	0.3333333333	0.4132042809	0.1666666667	0.3266666667	0	0	0	0
938	NaN	NaN	1	0	1	0	0.25	0.3207802986	0.125	0.245	0	0	0	0
939	1.25	0.49	1	0	1	0	0.2857142857	0.3614784456	0.1428571429	0.28	0	0	0	0
940	1	0	1	0	1	0	0.3333333333	0.6533333333	0.3333333333	0.6533333333	0	0	0	0
941	1	0	1	0	1	0	0	0	0.2	0.392	0	0	0	0
942	NaN	NaN	1	0	1	0	0	0	0.2	0.392	0	0	0	0
943	1	0	1	0	1	0	0.2	0.392	0	0	0	0	0	0
944	1	0	1	0	1	0	0	0	0.1666666667	0.3266666667	0	0	0	0
945	1	0	1	0	1	0	0	0	0.1666666667	0.3266666667	0	0	0	0
946	NaN	NaN	1	0	1	0	0.3333333333	0.6533333333	0.1666666667	0.3266666667	0	0	0	0
947	1.5	0.98	1	0	1	0	0.25	0.49	0	0	0	0	0	0
948	NaN	NaN	1.3333333333	0.6533333333	1	0	0.2857142857	0.3614784456	0	0	0	0	0	0
949	2	0	1	0	1	0	0.25	0.49	0	0	0	0	0	0
950	1	0	1	0	1	0	0.1428571429	0.28	0	0	0	0	0	0
951	1	0	2	0	1	0	0	0	0	0	0	0	0	0
952	1	0	1	0	1	0	0.5	0.98	0.2	0.392	0	0	0	0
953	1	0	1	0	1	0	0.3333333333	0.6533333333	0	0	0	0	0	0
954	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0
955	1	0	1	0	1	0	0.2	0.392	0.2	0.392	0	0	0	0
956	1	0	1.25	0.49	1	0	0.6	0.4800999896	0.1428571429	0.28	0	0	0	0
957	1	0	1	0	1	0	0.25	0.49	0	0	0	0	0	0
958	NaN	NaN	NaN	NaN	1	0	0	0	0	0	0	0	0	0
959	1	0	1	0	1	0	0	0	0	0	0	0	0	0
960	NaN	NaN	1	0	1	0	0	0	0.25	0.49	0	0	0	0
961	1	0	1	0	1	0	0	0	0	0	0	0	0	0
962	1	0	1	0	1	0	0	0	0.3333333333	0.4132042809	0	0	0	0
963	1	0	1	0	1	0	0.25	0.49	0.6	0.4800999896	0	0	0	0
964	1	0	1	0	1	0	0.25	0.3207802986	0.125	0.245	0	0	0	0
965	NaN	NaN	1	0	1	0	0	0	0.2	0.392	0	0	0	0
966	2	0	1	0	1	0	0	0	0.25	0.49	0	0	0	0
967	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0
968	1.25	0.49	1	0	1	0	0	0	0.1428571429	0.28	0	0	0	0
969	1.5	0.98	1	0	1	0	0.2	0.392	0.1666666667	0.3266666667	0	0	0	0
970	1.5	0.98	1.5	0.98	1	0	0.25	0.49	0.25	0.49	0	0	0	0
971	NaN	NaN	1	0	1	0	0	0	0.125	0.245	0	0	0	0
972	NaN	NaN	1	0	1	0	0	0	0	0	0	0	0	0
973	1	0	1	0	1	0	0	0	0	0	0	0	0	0
974	NaN	NaN	NaN	NaN	1	0	0.25	0.49	0.2	0.392	0	0	0	0
975	NaN	NaN	NaN	NaN	1	0	0.3333333333	0.6533333333	0.25	0.49	0	0	0	0
976	1	0	1	0	1	0	0.25	0.49	0	0	0	0	0	0
977	1	0	1	0	1	0	0	0	0	0	0	0	0	0
978	1	0	1	0	1	0	0.25	0.49	0.5	0.5658032638	0	0	0	0
979	NaN	NaN	1	0	1	0	0	0	0	0	0	0	0	0
980	NaN	NaN	1	0	1	0	0.3333333333	0.6533333333	0.25	0.49	0	0	0	0
981	1	0	1	0	1	0	0.1428571429	0.28	0.1428571429	0.28	0	0	0	0
982	1	0	1	0	1	0	0.2	0.392	0.2	0.392	0	0	0	0
983	1	0	1	0	1	0	0.1666666667	0.3266666667	0.2857142857	0.3614784456	0	0	0	0
984	NaN	NaN	1	0	1	0	0.1666666667	0.3266666667	0	0	0	0	0	0
985	NaN	NaN	1	0	1	0	0	0	0	0	0	0	0	0
986	NaN	NaN	1	0	1	0	0	0	0.25	0.49	0	0	0	0
987	1	0	1	0	1	0	0.3333333333	0.6533333333	0	0	0	0	0	0
988	NaN	NaN	1	0	0.6666666667	0.6533333333	0.2	0.392	0.2857142857	0.3614784456	0	0	0	0
989	2	0	1	0	1	0	0	0	0.3333333333	0.6533333333	0	0	0	0
990	1	0	1	0	0.8	0.392	0.1666666667	0.3266666667	0	0	0	0	0	0
991	2	0	1	0	1	0	0.25	0.49	0	0	0	0	0	0
992	NaN	NaN	1	0	0.5	0.98	0.2	0.392	0.4	0.4800999896	0	0	0	0
993	2	0	1	0	1	0	0.25	0.49	0.5	0.4382693236	0	0	0	0
994	1	0	1	0	1	0	0.3333333333	0.6533333333	0	0	0	0	0	0
995	2	0	1	0	1	0	0.1666666667	0.3266666667	0.1428571429	0.28	0	0	0	0
996	NaN	NaN	1	0	1	0	0	0	0	0	0	0	0	0
997	1	0	1	0	1	0	0.25	0.49	0.1666666667	0.3266666667	0	0	0	0
998	1	0	1	0	1	0	0	0	0.1666666667	0.3266666667	0	0	0	0
999	1	0	1	0	1	0	0.25	0.49	0	0	0	0	0	0
1000	1	0	1	0	1	0	0	0	0	0	0	0	0	0
